stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_rolloff95_Mean,spectral_spectentropy_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
-BaTPbE0Gdo,0.909838,3.718251,4.039156,132.760827,4.198871,3031.754906,0.47685,3418.959518,10406.923112,0.770376,17295.210748,0.838224,2.115753,-0.031754,0.406925,0.124125,0.129041,0.050491,0.131083,0.142592,0.03891,-0.003063,0.079393,-0.081763,1457.503234,0.547219,800.469755,61.082086,66.676042,0.528016,-0.022833,0.142065,girls
-KKsNKY4V8k,0.901218,4.93965,4.209581,129.743741,4.118799,4681.256836,0.638021,4252.853317,13081.392289,0.849801,47485.396136,0.599078,1.358435,0.327928,0.349553,-0.113292,0.129123,0.022874,0.008477,0.079768,0.017453,-0.035517,-0.047496,-0.083736,3025.553663,0.496593,819.363438,60.558755,67.392444,0.573589,-0.018371,0.147259,girls
-Mqc2csT3ZM,0.876307,5.601453,4.18796,137.249522,2.855244,4335.394428,0.587888,3956.106546,12139.321199,0.799467,13826.861416,0.763524,1.678965,-0.082111,0.584434,-0.011965,0.45015,0.079712,0.276403,0.022839,-0.001279,0.023485,-0.102238,-0.087654,2454.623016,0.522817,886.280864,62.476795,68.114295,0.45409,-0.01652,0.16861,mixed
-NEHGAMiA2I,0.94418,3.941158,4.141802,133.953191,5.176513,2946.101667,0.420684,3485.364787,10325.865975,0.74779,19486.944504,0.769338,2.311429,0.227889,0.913889,-0.066453,0.314468,0.27198,0.255806,0.153728,0.033439,0.00014,0.081611,0.057064,1300.155239,0.477361,840.137178,55.67594,62.832144,0.505014,-0.010642,0.150269,girls
-a9Jmy2fs3I,0.92101,5.679826,4.092554,146.666397,4.604354,2543.26252,0.405455,3158.043578,9559.83758,0.743702,30141.782705,0.617544,2.321678,0.065723,0.610107,-0.006155,0.245256,0.07376,0.228629,0.19306,0.014913,0.093321,0.034755,0.043031,1205.315871,0.454545,762.431296,57.237469,65.137403,0.600659,0.023122,0.144059,mixed
-o98tc5dDUI,0.923111,4.052299,4.998523,142.773498,4.514347,3322.055816,0.503348,3574.950956,10955.830471,0.789578,22715.270788,0.816809,2.006989,0.106839,0.509113,-0.006773,0.178719,0.224501,0.064748,-0.037143,-0.04156,0.010384,0.022867,-0.039872,1664.920635,0.452381,934.747578,61.080828,65.931542,0.446349,-0.019707,0.164019,mixed
-vSutSWNgLU,0.962739,4.134404,4.334284,128.207431,5.606792,3199.00338,0.519526,3313.665581,10046.952536,0.797146,33584.114693,0.81523,1.729152,-0.090208,0.470457,0.178855,-0.049707,0.188484,0.014617,-0.019646,0.033984,0.164694,0.103955,0.069937,1651.494253,0.433498,980.41484,61.209257,66.428383,0.415472,-0.009861,0.163185,mixed
AB8ud4ogIvo,0.961906,2.772484,3.983895,137.345742,3.729681,3726.463402,0.627104,3690.787552,11501.179916,0.81079,29141.786206,0.748334,0.881915,-0.295658,0.640188,-0.222428,0.270618,-0.06179,0.054199,-0.000438,-0.161952,-0.066154,0.018631,0.068182,1831.824212,0.427861,846.154478,59.444993,68.484349,0.466772,-0.022196,0.158063,girls
AJKBKR6MPO0,0.919346,3.798931,4.093938,111.229475,5.161719,3938.78868,0.518731,3920.094118,11718.792419,0.783099,22275.06151,0.753917,1.830102,0.415877,0.609978,0.184257,0.143669,0.187399,0.122312,0.194199,0.052413,0.073542,0.143814,-0.071651,1878.499353,0.523933,870.276283,59.989186,64.485493,0.466915,-0.018851,0.155639,mixed
A_GQGfxzc6k,0.957127,5.154426,4.985979,139.526573,2.97604,3524.513298,0.560049,3447.741704,10636.653507,0.810265,42415.716862,0.688025,1.755891,-0.228417,0.354213,-0.162424,0.176938,-0.045598,-0.012929,-0.050564,-0.038995,-0.020344,0.017945,-0.00304,2004.700461,0.471582,917.850218,64.339438,69.197305,0.535896,-0.004146,0.155788,mixed
BMSh7nl1pK8,0.964366,1.50438,3.828448,129.061797,3.881927,3275.606786,0.518662,3722.884485,11570.868503,0.821786,31810.817578,0.55478,1.907934,-0.219935,0.387901,0.086452,0.323395,-0.213691,-0.151241,0.015811,0.012678,-0.0097,-0.026054,0.238082,1518.576105,0.522095,784.049419,54.986877,65.824975,0.582733,-0.005728,0.126604,girls
BS9a4CFppMo,0.88807,3.340879,5.038491,120.928492,4.959323,3336.865718,0.477859,3306.969158,10169.897702,0.75744,53162.789499,0.804321,2.346002,-0.06608,0.901787,0.327491,0.223519,0.099314,0.140148,0.161555,0.067018,0.028699,-0.033154,-0.026022,1942.922824,0.479475,915.889608,57.760756,63.798877,0.476017,0.027879,0.14841,girls
B3O1NwkOOe4,0.919882,3.962021,4.114034,115.046919,5.440026,3844.897184,0.543264,3697.087367,11200.673236,0.798201,33227.073014,0.703972,1.736533,0.474776,0.422605,0.222391,-0.079243,0.167268,0.05053,-0.112326,0.059454,0.086277,0.004749,0.037196,2142.26601,0.456486,964.01077,61.541557,66.292128,0.442706,-9.5e-05,0.168425,mixed
B3koQlnaEL8,0.880542,4.227914,3.953777,113.469875,3.433036,3405.683197,0.526475,3585.325318,11163.60104,0.787785,26514.168021,0.639562,1.768827,0.175383,0.566963,-0.141348,0.395283,0.070083,0.21478,-0.0499,0.073585,-0.030397,0.100294,-0.087257,1632.982456,0.463158,842.281976,61.851043,68.021178,0.472514,-0.000214,0.15421,girls
B4FsikjiUHA,0.889655,4.805592,4.089223,137.769907,3.916854,3440.363798,0.607984,3310.848068,10372.872319,0.811561,37797.815525,0.587798,0.985691,0.167899,0.992195,0.266731,0.262481,0.028946,0.120998,-0.028783,-0.013202,0.097584,0.192832,-0.029714,1823.097015,0.478856,849.691857,54.945618,63.808498,0.416263,-0.030106,0.15127,girls
CN9qybFVIr8,0.960039,4.353579,3.993283,154.501079,2.073064,4001.1745,0.597903,3973.477333,12059.317198,0.825104,31489.507595,0.593249,1.544842,0.35554,0.793636,0.212814,0.031735,0.121451,0.064859,0.004922,0.011759,0.033917,-0.024719,0.058592,2142.697795,0.483787,840.788807,54.785052,64.000479,0.523637,-0.034554,0.157676,mixed
CcVTEKOG13o,0.920255,3.992361,4.136759,133.021456,3.02139,3764.999981,0.599951,3519.243828,10903.815019,0.817187,43915.299142,0.655478,1.411981,0.26942,0.326125,0.142718,0.080103,0.034879,0.103171,-0.01015,0.046881,0.065142,0.052993,0.031072,2190.339967,0.529851,924.565756,63.765645,67.162903,0.441707,-0.021472,0.167749,mixed
CfmWvEX_r7Y,0.940989,3.919435,3.941489,117.059579,4.241393,3290.318975,0.54665,3266.487888,9782.835498,0.797555,25291.89729,0.792039,1.709685,0.226418,0.437204,0.054998,0.113167,-0.086118,-0.106997,-0.065126,-0.075281,-0.064463,-0.039719,-0.054708,1920.86743,0.464812,890.34933,62.261714,68.044021,0.521521,0.012087,0.158594,mixed
CpSWTA48JDQ,0.890211,4.923594,4.123201,136.311688,4.031128,4128.681194,0.611687,3830.39965,11831.174991,0.82811,22076.02429,0.725467,1.325158,0.044486,0.283795,-0.12656,0.146362,-0.031831,0.048224,0.047907,0.074312,0.004017,-0.050058,-0.096217,2394.900794,0.576389,917.305583,66.746955,69.622873,0.502237,-0.010469,0.164605,girls
DE15rbeNgLI,0.850934,3.646521,4.045867,134.797733,2.504475,3632.020648,0.587665,3398.83068,10613.066087,0.802949,29116.770764,0.593674,1.250915,-0.112972,0.213452,-0.060078,0.328759,0.045245,0.097952,-0.127166,-0.065359,-0.115136,-0.073084,0.044915,2019.669523,0.55814,955.833347,66.839813,70.078983,0.426712,-0.014324,0.1734,girls
DPDwNEZJNJY,0.875441,4.09214,4.142549,116.852159,2.923571,3246.482835,0.481125,3454.819408,10489.115035,0.774092,15763.384259,0.649009,1.88014,0.213381,0.40172,-0.081314,0.318584,0.141565,0.030501,-0.029491,-0.102317,-0.094661,-0.128122,0.032844,1597.475369,0.573892,856.632751,60.79351,66.796766,0.458588,-0.01663,0.149193,girls
DWi19R_1ugo,0.96615,4.25007,4.52889,127.01059,3.818803,3290.806962,0.586149,3240.453762,9944.086591,0.793663,48761.883636,0.702021,0.978348,-0.319653,0.531449,0.001456,0.580545,-0.047017,0.17709,-0.04956,-0.043955,-0.101678,-0.036736,0.068004,1796.568144,0.446634,859.421391,62.638853,68.438239,0.447755,-0.006718,0.159574,mixed
DqQZSbSfQ6g,0.9737,4.13054,4.035215,121.490717,4.303584,3208.949512,0.502883,3512.629444,10621.288815,0.768496,26182.452701,1.028873,1.992258,-0.046833,0.565094,0.013181,0.12259,0.153606,0.180731,0.128091,-0.036051,-0.099261,-0.050567,0.025208,1554.549918,0.332242,707.509848,62.585445,67.207051,0.58621,-0.025852,0.11353,girls
DqU8fARtNFA,0.932969,3.926847,4.127788,115.402394,6.124365,2773.740186,0.455484,3064.257195,9230.902671,0.763909,30459.531757,0.670759,2.039824,0.068206,0.556141,0.28638,0.250159,0.102121,0.14605,0.102137,0.135258,-0.056333,-0.006984,0.012,1379.198036,0.450082,865.375839,51.683612,61.465427,0.367713,-0.01523,0.141553,mixed
Drg9AMJCWRk,0.930955,1.403048,3.890198,133.858964,4.450286,2881.060087,0.426319,3470.190198,10270.871467,0.776826,17301.30628,0.584683,2.075474,0.338222,0.083979,0.110314,0.209545,0.109631,0.074543,-0.059529,0.055373,0.081314,-0.027134,-0.010074,1045.376532,0.45359,786.864343,56.222065,64.20089,0.447666,-0.015754,0.171459,mixed
D9QZLIMKEno,0.924802,0.908429,4.019695,113.904021,4.382122,3465.851208,0.553349,3322.282413,10252.720827,0.782189,23124.41189,0.836482,1.331662,0.226012,0.298885,0.236207,0.228647,-0.054675,0.14378,0.026138,-0.054906,-0.086298,-0.026721,-0.0042,2031.94113,0.44471,925.678268,62.267646,66.524689,0.378052,-0.01761,0.157858,mixed
EJv6cvvJshU,0.896142,3.334158,4.167075,122.218322,2.929222,2923.325543,0.516591,3185.689501,9872.053873,0.79281,17886.580654,0.73031,1.866164,-0.47948,0.340681,-0.083123,-0.034351,0.035412,-0.039504,0.034303,0.053942,0.11884,-0.056955,-0.060089,1666.289517,0.577371,947.278942,66.551223,69.660703,0.446761,-0.005408,0.159757,mixed
ELVHeeDug4U,0.880891,3.85481,4.017455,118.981687,3.243558,3283.519956,0.621957,3139.10772,9814.222719,0.776919,18915.554084,0.81507,0.691921,-0.557712,0.475413,-0.100958,0.334925,-0.100058,-0.017311,-0.257387,0.00815,-0.052681,0.061073,-0.114636,1856.27182,0.495012,903.99164,71.333499,72.775362,0.502723,-0.013403,0.159155,girls
ENjv1qKNS4A,0.72176,3.603645,4.591771,119.549331,3.549192,3927.189822,0.60837,3819.449791,11898.849697,0.826908,29485.081072,0.412221,0.849202,-0.013061,0.257669,-0.017582,0.110287,-0.012704,0.122596,-0.02097,0.029434,-0.050111,-0.058036,-0.006099,1254.654676,0.47554,652.807859,60.367632,68.293194,0.321327,-0.007255,0.154855,girls
ERWmerxv2N0,0.842005,4.116284,4.234783,108.719876,2.691512,3146.07946,0.462857,3474.298118,10728.742453,0.771749,12183.580518,0.662066,2.425492,-0.002298,0.755978,-0.201992,0.34674,0.006956,0.115307,0.035248,0.059035,0.087544,0.00769,-0.019907,1563.295964,0.589686,895.683188,62.305752,66.140017,0.47417,-0.018436,0.161199,girls
EXL8_DhTqNE,0.855954,1.207252,3.988737,140.370391,5.546236,2918.450204,0.499995,2998.269305,8881.375266,0.768609,29765.355886,0.690678,1.45293,-0.03882,0.177024,0.058061,0.175466,0.065824,0.215874,-0.067557,0.0139,0.028216,-0.057005,-0.045565,1396.278027,0.452915,945.770066,64.584008,67.898252,0.338298,-0.010917,0.146952,mixed
EXVVcmoPCbA,0.896087,2.267096,4.05073,126.30268,3.657123,3987.396393,0.513072,4139.15258,12635.970467,0.776264,31008.264249,0.666135,1.177782,0.476093,0.424163,0.19882,0.357115,0.16623,0.032004,0.008186,0.096182,0.125737,0.004583,-0.057733,1587.193798,0.47907,840.008088,55.497139,62.798572,0.41209,-0.016509,0.180639,mixed
Eej5_xQMdF0,0.871673,2.671633,4.20264,134.439227,2.438395,3117.772733,0.476031,3524.465506,10578.341731,0.7821,15250.482925,0.469264,1.907397,0.446282,0.807678,0.065926,0.140078,-0.015777,0.116629,0.022504,0.180934,0.070186,-0.012373,-0.011238,1487.989822,0.603053,796.155222,56.164613,63.711821,0.512234,0.000203,0.152164,girls
EsoVjRdPCoU,0.818823,3.159955,4.554216,135.386632,3.784141,2723.282833,0.430381,3159.137797,9365.438351,0.748094,13781.292687,0.602782,2.151889,0.652611,0.693118,0.149541,0.352376,0.094788,0.161857,0.030542,0.014508,-0.013263,-0.083868,-0.091016,1227.767584,0.603211,777.13551,58.902828,65.004291,0.495839,-0.016448,0.142577,mixed
ExJpDpg2T_A,0.918213,4.53221,4.498315,114.182812,5.300323,2933.587647,0.463889,3556.21074,10798.424457,0.759522,14297.409426,0.702642,2.091498,0.034917,0.42706,0.230395,0.174478,0.032083,0.141,0.032012,-0.005112,-0.010273,-0.000391,0.096338,1315.736636,0.492829,902.841736,60.242923,65.603037,0.485206,-0.006634,0.150889,girls
Ex5ZhANd7z0,0.943979,2.838271,4.574138,165.458496,4.350418,2512.704631,0.411862,3298.883938,9511.59427,0.752314,40080.05552,0.453854,1.78225,0.50932,0.987318,0.331089,0.377449,0.256039,0.25453,0.141386,0.184974,0.170075,0.033921,-0.077556,822.427366,0.40956,527.918308,48.405615,57.297652,0.605098,0.014636,0.121238,mixed
Ey3HojynMqM,0.843105,2.331621,4.08178,126.889084,3.12423,4214.422205,0.614153,3639.062466,11415.171677,0.822417,57271.914712,0.5081,1.36356,0.253174,0.480235,0.306304,0.110576,0.180156,0.021801,0.01654,0.017855,0.045777,-0.041551,0.049456,2626.355828,0.539877,932.101382,63.335151,67.120941,0.422815,-0.006462,0.170299,mixed
E8GschBoKMA,0.904074,4.108368,4.178727,121.631152,2.834316,3234.281037,0.473303,3596.526638,10929.890359,0.759012,14693.711496,0.846715,2.37726,0.053274,0.669652,0.169485,0.237308,0.12895,0.15023,0.046102,-0.010879,-0.04633,0.107535,-0.095719,1848.49444,0.508127,810.095642,60.422921,66.169414,0.486891,-0.005118,0.161586,girls
FLJARDSdGLM,0.92114,3.419598,4.124869,110.522008,5.255025,3817.575671,0.539063,3686.398866,11186.208427,0.795376,33028.664603,0.704079,1.744445,0.497631,0.421681,0.238765,-0.052299,0.171693,0.070722,-0.09958,0.062614,0.074427,-0.005,0.033756,2118.533686,0.445178,958.497944,61.161392,66.124157,0.446058,0.000453,0.165987,mixed
FYpPMELi0Co,0.926791,3.453873,4.613652,113.643165,4.977734,3811.85902,0.57775,3597.452081,11239.057039,0.805742,29664.270315,0.84783,1.810751,0.048324,0.532697,0.064602,-0.027411,0.104001,-0.016254,0.141537,-0.077667,-0.037091,-0.126191,0.024015,2260.163666,0.454992,923.34622,63.345679,68.683322,0.488609,-0.008297,0.159064,girls
FqGfNOYo0co,0.897818,3.488068,4.264523,119.693304,3.892556,2019.948897,0.314758,2715.592644,7454.627131,0.685706,16909.222978,0.804294,2.972812,0.608796,0.916559,0.176856,0.294626,0.090705,0.238404,0.216093,0.12111,0.057469,-0.060897,0.086515,913.212903,0.527742,701.134221,55.876782,62.372273,0.46642,-0.010886,0.152724,mixed
FsItakNM2wI,0.869191,4.244451,4.702722,117.085043,4.408352,3549.58243,0.558326,3399.933042,10521.50834,0.807221,30322.469527,0.609212,1.640317,0.265831,0.446244,-0.042129,0.075805,0.124694,-0.065939,-0.016767,0.058296,0.094383,-0.015971,0.016061,1965.140496,0.573554,988.670685,63.4826,67.740486,0.430572,-0.022868,0.16788,mixed
FvUgpHx9nKs,0.864176,3.242215,4.089783,118.457429,2.33515,3552.45169,0.601379,3364.150962,10467.210497,0.789899,23305.980444,0.630794,1.2263,-0.161267,0.619019,-0.448561,0.024794,-0.233969,0.050194,-0.332576,0.046551,-0.015449,0.231158,-0.13768,2151.410091,0.536869,889.871438,61.994843,68.332698,0.497924,-0.003922,0.160106,girls
GNLdz_GH8fs,0.826015,4.015128,4.120678,126.083138,2.374573,3303.071756,0.478697,3395.743697,10082.016631,0.763248,69223.432396,0.688358,2.214288,0.065076,0.07312,0.11142,0.026144,0.27204,0.048393,0.060355,-0.017801,0.028251,-0.125583,-0.063218,1957.012766,0.582128,620.472917,60.783283,65.333609,0.543119,0.019955,0.13349,girls
GUJ8PfvfQOU,0.85823,4.019364,4.103531,115.270711,3.450394,3184.050642,0.52809,3340.557427,10194.124804,0.802955,18967.309292,0.621284,1.561144,0.048363,0.308304,0.303535,0.12323,0.048032,0.140098,-0.071605,0.059454,0.014229,0.165999,0.059828,1594.027094,0.583744,914.272063,56.81782,64.79702,0.39977,-0.021574,0.161161,mixed
GXojZcA86Oo,0.757558,5.666408,4.10531,135.260386,3.303923,3329.594948,0.531596,3413.765322,10416.263606,0.766024,9520.358171,0.477349,1.446098,-0.072886,0.486838,-0.006562,0.173296,-0.153751,0.150741,-0.020898,0.116556,-0.13114,0.10376,-0.038442,1546.225334,0.521961,687.770924,66.657475,69.372767,0.438805,-0.008532,0.135161,girls
GvMmTsqExiw,0.830026,5.934774,4.806252,127.729531,2.877987,3374.934642,0.514486,3600.623312,11002.888569,0.784327,12515.582267,0.641114,1.924223,0.115825,0.377187,0.178246,0.169331,0.043559,0.107076,-0.02118,-0.162697,-0.27221,-0.167166,-0.107827,1670.910064,0.67773,755.005249,64.721263,68.607488,0.58894,0.047029,0.15117,girls
HCTfaQg1fzc,0.891788,3.936488,4.086863,146.876534,2.98095,2716.37195,0.415746,3296.848199,9752.339063,0.743664,14127.847368,0.686593,2.509766,0.494306,0.516925,0.098112,0.292656,-0.038125,0.078466,0.072539,-0.120734,-0.17742,-0.034446,-0.096813,1190.234568,0.548148,805.645425,62.348254,66.157772,0.524715,0.040686,0.148356,girls
HWp1y2cHrgo,0.904843,3.789855,3.986074,119.796725,3.442266,3560.563331,0.557817,3617.6098,11317.820231,0.808226,27142.471165,0.711913,1.53312,0.215069,0.431403,0.093869,0.089748,0.062145,0.001491,0.004713,-0.056826,0.006844,-0.105524,0.017499,1921.645078,0.582902,875.467256,62.506977,67.097698,0.467474,-0.005622,0.166095,mixed
Hkae1vy8HPA,0.92322,3.962165,4.068371,119.788584,3.421703,3577.164482,0.514826,3787.944789,11528.181523,0.785724,40750.700017,0.688589,1.998485,-0.036606,0.573978,0.126194,0.032462,0.108657,0.055226,-0.000655,0.036365,0.029495,0.036118,0.088044,1651.116625,0.442928,814.900933,57.353707,64.79388,0.466515,-0.005259,0.153534,girls
IBDL15WTewc,0.897221,3.513422,4.089667,118.021504,3.53103,3188.369617,0.539262,3236.529049,9918.290202,0.803819,30732.081793,0.762605,1.693655,-0.177624,0.274524,0.222067,0.073904,0.144422,-0.042409,-0.044018,0.030713,0.192124,0.037399,0.066816,1761.875809,0.510996,1001.030156,63.402275,68.107741,0.417072,-0.000173,0.156572,mixed
IgiFNotHmKg,0.931009,3.82582,4.009883,133.247064,5.665632,3072.143209,0.502895,3151.082465,9578.446662,0.769856,29126.332318,0.9568,2.003494,-0.006939,0.547872,0.049766,0.036476,0.086467,0.079509,0.120584,0.082536,-0.014367,0.005289,-0.11312,1668.419753,0.453086,927.151287,63.233728,67.522582,0.430574,-0.011794,0.149363,girls
Ig3eyG9baPw,0.907536,3.158467,4.121371,120.079583,4.52352,3428.271163,0.535238,3420.865178,10347.176494,0.78991,33289.662222,0.769287,1.719858,0.237877,0.172147,0.07986,0.015592,0.201718,0.115932,-0.060682,0.185052,-0.0639,-0.06207,-0.043135,1947.333333,0.508108,966.811527,62.346924,66.896729,0.467547,-0.011021,0.155885,mixed
Ik1vebgUXxA,0.924256,4.415106,4.046498,112.006017,3.968812,3124.897139,0.482879,3373.722443,10309.924358,0.784984,30361.245834,0.689051,2.1413,0.008762,0.421764,0.109288,0.100044,0.180156,0.089556,-0.022183,-0.034819,0.050567,-0.097195,-0.127828,1634.61285,0.453048,870.080024,55.212895,63.909142,0.360432,-0.010262,0.151761,mixed
InjI6hTzBNQ,0.893753,3.824152,4.07514,135.413341,3.8314,3803.192386,0.566054,3728.434082,11684.483603,0.810933,31530.908363,0.810272,1.570598,0.289099,0.453986,0.060049,0.031823,0.04237,-0.055705,-0.026692,0.104202,-0.035329,0.046329,-0.011336,1912.639069,0.437257,942.744695,63.955921,67.410916,0.409178,-0.017478,0.159022,mixed
JBT_A2TyPCQ,0.923325,4.158954,4.191511,123.544269,4.051535,4855.944605,0.67833,4265.582497,13064.839031,0.844392,43042.110357,0.693251,1.072808,-0.266831,0.666931,0.227758,0.345486,0.240172,0.152196,0.08946,0.111626,0.166709,-0.17054,0.084293,2842.340426,0.485957,914.341883,63.496628,68.540916,0.532518,-0.014144,0.172871,mixed
JUaDM8hQBqw,0.927489,4.043987,4.23803,107.421658,4.780745,3365.18211,0.52388,3453.732258,10453.086771,0.790155,25233.246639,0.771974,1.639382,-0.007576,0.343851,-0.001271,0.305096,-0.010651,0.020123,-0.033486,0.130501,0.041312,0.171949,-0.050621,1750.345679,0.506173,949.775044,63.536645,68.243376,0.463029,-0.012171,0.155962,girls
JXF8t1yznCk,0.909543,3.794583,4.088276,135.662743,4.129967,3530.532757,0.508659,3847.942611,11751.754653,0.801307,32134.297312,0.662362,1.918469,0.03415,0.343413,0.229242,0.169246,0.159161,0.047975,0.027983,0.025208,0.129203,-0.002561,0.03618,1554.459016,0.545902,880.315343,56.009223,64.411606,0.424033,-0.023746,0.138767,mixed
Jj-N2q3MRIc,0.905011,3.842957,4.075907,115.596159,3.659257,4610.64571,0.652191,4006.978643,12356.542969,0.848312,39403.28092,0.728248,1.210763,0.088838,0.249524,-0.094415,0.076617,0.099742,0.166287,0.047599,-0.083984,-0.115796,-0.09688,-0.029228,2655.959233,0.495204,901.058503,64.765456,69.797249,0.492126,-0.003666,0.149008,girls
Jq4T0dXB_60,0.892182,1.305737,4.082108,123.614672,3.080443,2813.805,0.489245,3076.239408,9133.411274,0.76661,17659.857217,0.697824,1.642656,0.089542,0.355241,-0.081114,0.054092,0.037549,0.112175,-0.04468,-0.03818,-0.029743,0.075135,0.114398,1216.880952,0.575,836.688239,60.842531,66.920604,0.424629,-0.026608,0.164505,mixed
J5HhmWTTGEM,0.896193,3.915348,4.150547,115.742372,4.047918,3575.626591,0.476233,3890.934971,11594.006496,0.766737,17325.951282,0.745697,2.082493,0.327325,0.422391,0.052272,0.250625,0.082432,0.100266,0.035904,-0.008963,0.10546,0.058196,0.014594,1693.069224,0.493745,841.315197,60.808716,65.082523,0.453349,-0.009973,0.173879,girls
KD1XHjYhvVU,0.867767,5.665774,4.162503,152.941482,3.661574,2283.424722,0.35297,2943.29641,8214.574816,0.71448,27871.990696,0.647865,3.219269,0.205078,0.549167,-0.138025,-0.121004,0.305363,0.230775,-0.051187,-0.163309,-0.118857,-0.060191,0.062317,1369.852528,0.525983,700.99076,65.164494,65.745817,0.633296,0.035295,0.125697,mixed
KJSFkldABdY,0.899968,3.297422,4.094869,129.400077,5.404707,3498.512246,0.518833,3406.77315,10452.148438,0.781688,28990.171555,0.84144,2.139593,0.195122,0.374973,0.204985,0.00993,0.193661,-0.059383,0.03348,-0.011668,-0.056693,0.092648,0.028233,2068.950777,0.481865,935.746776,62.112203,67.07075,0.430612,0.006151,0.152472,mixed
Kgdwd6Pqip4,0.881259,2.828672,4.290796,123.236395,4.877946,3301.140891,0.49025,3752.781831,11260.521329,0.797809,24344.543701,0.460044,2.015918,0.015276,0.226887,0.118903,0.137418,0.065923,0.089453,0.010803,-0.018254,-0.010819,0.150804,0.07933,1509.233425,0.473757,648.823159,53.32502,63.771864,0.528404,-0.033667,0.129758,mixed
KpdJNeu2Y34,0.91913,4.204743,4.365771,122.961672,4.63614,3047.252725,0.513565,3313.227467,10069.828234,0.78473,23006.077876,0.653064,1.696532,-0.032718,0.51541,-0.062563,0.367988,-0.062499,0.131353,-0.064317,0.049598,-0.002985,0.115447,0.048697,1535.984252,0.471566,848.06207,58.261766,66.530379,0.487798,-0.014422,0.15354,girls
KqXriV8Mi3Y,0.897452,4.191296,4.081981,121.492181,3.995448,3417.0674,0.544805,3437.435021,10675.661252,0.79767,29218.583188,0.828492,1.753151,-0.042363,0.513046,-0.269662,0.133064,-0.241319,-0.002934,-0.032927,0.064997,0.01189,0.022589,-0.082571,1712.422259,0.512275,928.67913,65.359333,68.677089,0.460334,-0.015108,0.169045,girls
KyAoy9PiJEk,0.843633,2.10142,4.159643,103.004152,2.37139,3527.257515,0.543153,3640.239991,11178.982892,0.79313,11731.316614,0.683874,1.554765,-0.023789,0.275867,-0.110941,0.146699,-0.079485,0.060742,-0.001738,0.001905,-0.1405,-0.141819,0.025011,1759.101796,0.542344,888.607187,64.405314,68.751913,0.433948,-0.015427,0.162727,mixed
Kz2v4QYRsBw,0.924731,3.954698,4.0125,114.33348,5.324597,3388.690426,0.571436,3155.257465,9799.738165,0.800921,59207.492903,0.867917,1.867872,-0.150231,0.547162,-0.19325,0.06158,-0.218394,0.026944,-0.021284,-0.078921,-0.12416,-0.095223,-0.110767,2077.907574,0.478819,964.926412,66.082907,71.101652,0.48634,0.006981,0.15891,mixed
K1T7llOr_VQ,0.844342,6.001863,4.019345,129.863143,4.365986,3145.89115,0.468187,3572.389122,10798.440764,0.766392,24778.517131,0.673189,1.964886,0.457782,0.565421,0.161075,0.278612,-0.005231,0.203709,0.112876,0.167143,0.080902,-0.18616,-0.014555,1454.273292,0.552795,765.475404,58.210554,64.332568,0.527934,0.029755,0.146457,mixed
LEmyGcnBMms,0.905902,3.97677,4.767714,133.273581,3.55869,3891.946796,0.614058,3685.698771,11579.144627,0.830337,50463.903177,0.627238,1.347055,0.086042,0.572204,0.117897,0.166439,0.035417,0.117747,0.037102,-0.062522,0.08608,0.002686,0.037995,2270.293638,0.48124,967.234007,56.307642,65.251168,0.45806,-0.019707,0.141702,mixed
LHZKQoaZMpY,0.905889,0.919499,4.11191,123.625851,4.282559,4275.45515,0.629889,3692.95918,11738.954093,0.820229,49661.132696,0.729109,0.979794,0.497236,0.372163,0.004822,0.245643,-0.022854,0.105603,-0.061589,-0.094832,-0.085422,0.046705,0.05967,2575.399002,0.496259,954.361778,62.625698,67.407504,0.427859,-0.014454,0.17048,girls
LW4UMSQNgpM,0.797762,3.814984,4.666858,113.122968,2.37127,3604.680797,0.598776,3441.981853,10637.875794,0.804869,28623.565077,0.723125,1.215059,-0.294896,0.12005,-0.026012,0.004829,-0.056899,0.069215,-0.146693,-0.102231,-0.071821,0.018322,0.014546,2254.37014,0.586314,898.896396,71.398268,73.204629,0.441264,-0.007842,0.17773,girls
LYVEt97fWLM,0.91795,1.604901,4.095259,132.388406,3.158841,3558.898817,0.605886,3121.877323,9614.177484,0.793008,86245.142649,0.550965,1.315722,0.073237,0.721711,0.00192,0.342931,0.094177,0.091567,0.244291,0.011951,0.093463,0.020945,0.044297,2283.592737,0.538262,882.680949,58.226921,67.863264,0.480316,-0.042497,0.164112,mixed
