stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_rolloff95_Mean,spectral_spectentropy_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
_KrfMdJMlDM,0.917548,4.012729,4.216845,128.07585,3.9625,2831.542652,0.479362,2970.01302,8916.798955,0.781657,40134.862763,0.651446,2.087579,0.324151,0.342575,0.065316,-0.007798,0.071924,0.091055,-0.033634,0.033361,-0.01298,-0.022608,-0.027212,1600.396825,0.480159,883.484496,61.958053,66.62963,0.514541,0.016338,0.153241,mixed
_R2heFBQC_8,0.926411,2.572877,3.991739,123.387087,4.576518,3430.30332,0.551228,3408.988343,10655.011803,0.800862,34636.926951,0.757575,1.688855,0.158433,0.550009,0.097549,-0.004796,0.229608,0.00186,0.053571,0.005095,0.079858,0.008863,-0.011327,1882.391681,0.47487,1019.147772,60.864232,66.351204,0.404396,-0.030039,0.151637,mixed
_XU5qHsC4Aw,0.92993,3.739566,4.310824,112.631214,4.309024,3844.999735,0.543565,4108.170201,12255.682373,0.796057,14885.657294,0.623272,1.488569,0.385256,0.632144,-0.010162,0.108445,0.100062,0.113833,0.060656,0.041546,0.041058,0.012039,-0.078124,1560.310945,0.507463,692.061868,56.045209,64.860188,0.536103,-0.011949,0.152007,girls
_ob7euNGFxw,0.973129,3.24892,4.56997,132.263238,3.259216,3876.843445,0.628163,3509.897666,10932.007678,0.82431,69490.020732,0.417747,1.025595,-0.146889,0.71288,-0.105354,0.253356,0.200167,0.390758,0.060356,0.113937,0.149252,0.066189,-0.081149,2524.95098,0.470588,784.983201,48.66083,64.076368,0.580839,0.020975,0.127538,girls
_quNZ5u2qag,0.894535,2.762301,4.191467,107.193648,4.777254,3528.237491,0.528433,3639.003386,11330.194897,0.787037,19186.744913,0.914049,1.930611,-0.1038,0.398176,-0.009319,0.162283,0.030111,0.081651,0.073831,-0.026793,-0.051454,-0.040131,0.001944,1894.592221,0.484316,888.347737,63.685332,68.736159,0.467637,-0.026283,0.157848,girls
_tNKC2D_DK4,0.86184,2.815947,4.071349,128.825657,1.698339,3058.211884,0.513231,3315.053217,9974.206604,0.779659,12031.766749,0.543668,1.526505,0.306391,0.503325,-0.026173,0.194684,0.011116,0.088457,0.045589,-0.05807,-0.067787,0.043901,-0.002664,1498.461538,0.560947,878.555479,61.754607,66.047265,0.49169,0.00087,0.153248,mixed
_7-8YYf0dMA,0.930656,2.976721,4.288326,126.022608,3.467811,4160.880382,0.606818,3946.988448,12249.250518,0.808086,24689.116197,0.85627,1.461099,0.305034,0.545681,-0.054793,0.097613,-0.064001,0.031909,-0.181819,-0.215997,-0.075672,-0.036113,0.117468,2434.494681,0.481383,876.497687,62.567908,68.569468,0.512691,-0.031458,0.155014,girls
aBARjvvUJMc,0.923988,3.454631,4.014026,132.956885,4.941247,3459.921791,0.53301,3505.308445,10814.231023,0.785317,22992.556804,0.939724,1.830385,0.175285,0.643951,0.127804,0.161327,0.083806,0.068987,0.130938,0.120987,-0.088499,-0.011297,-0.111844,1831.377171,0.442928,916.79202,61.946977,66.804095,0.450249,-0.017011,0.154704,girls
aUOl_DWdEu8,0.833392,7.600409,4.118266,96.832736,3.946066,3867.598109,0.59486,3817.097631,11661.22717,0.795291,15139.67623,0.545465,0.652628,0.054053,0.217629,0.065828,0.169538,0.104417,0.099843,0.049784,0.062869,0.100447,-0.044648,-0.037368,1730.577982,0.542202,612.350454,55.913299,65.387318,0.50859,-0.023892,0.165222,girls
aaHbR1KXwYM,0.930552,3.498596,4.447475,105.497491,5.207359,3698.017502,0.586416,3632.680314,11378.352401,0.824925,54447.187573,0.636179,1.615143,-0.105165,0.394358,-0.251556,0.056759,-0.134312,0.095696,0.040021,-0.063468,-0.093352,-0.038762,-0.038662,2090.726601,0.460591,899.134039,65.946472,69.913282,0.52366,0.00795,0.153419,girls
awK4jz6RWkU,0.78123,3.884642,4.230992,95.017756,0.908719,3254.676412,0.569159,3108.18792,9681.527404,0.80795,33358.739403,0.465374,1.665866,-0.172257,0.65786,-0.125092,0.101626,-0.059776,0.112916,-0.059441,0.074131,0.112201,0.028176,-0.0126,2060.264505,0.644198,811.350063,61.055295,68.501829,0.550572,0.038949,0.160223,mixed
a0L1IzEMQ_c,0.948704,1.918912,4.023859,114.498925,3.842549,4910.903388,0.660429,4318.194799,13039.955679,0.855188,57979.476234,0.64241,1.253204,0.11872,0.4716,-0.02622,0.245277,0.119065,0.165376,0.162315,0.042905,0.042576,0.002774,0.089986,2921.215881,0.430521,806.214859,52.329196,63.800825,0.494652,0.00889,0.14816,girls
a1F2Vm6lVNU,0.949055,4.445646,4.062918,125.115095,6.065599,4507.533586,0.670059,3962.602167,12456.007476,0.86051,47723.905588,0.872763,1.056908,0.336338,0.329943,-0.041788,0.064237,0.128543,0.236377,0.067956,0.020586,-0.052094,0.073376,0.020476,2631.047463,0.428805,980.486371,64.367333,68.488341,0.458408,-0.014825,0.160001,mixed
bBSU7U9f98w,0.896848,4.100334,4.098779,111.303922,4.673643,3354.248425,0.547187,3056.9108,9341.930595,0.776743,55176.258182,0.597914,1.95052,0.472064,1.054004,-0.240559,0.074712,0.12984,-0.314082,0.343505,-0.108804,0.049919,-0.173868,-0.079012,2255.902439,0.499187,960.505863,58.861589,65.595972,0.37932,-0.014032,0.164529,mixed
bEWuMC5K7vQ,0.92801,3.017247,4.441459,160.047718,3.953203,4460.193746,0.621669,4097.726138,12682.081205,0.82986,43886.507445,0.622289,1.289529,0.098933,0.491697,-0.137246,0.183309,-0.000179,0.153858,-0.06952,-0.008617,-0.001598,0.078091,0.061667,2523.492586,0.439868,802.685906,57.894702,67.549863,0.550375,0.003821,0.143524,girls
bP5Wlc0Na8w,0.931799,2.076281,4.092861,126.121863,3.883279,4878.167533,0.707904,4003.487125,12463.292374,0.849206,64841.383432,0.579548,0.917631,0.183292,0.639196,0.002965,0.224207,0.003888,0.073709,-0.032236,0.007085,-0.053226,-0.10299,-0.082164,3066.72471,0.458541,944.94109,57.481311,69.340466,0.562955,-0.000267,0.15526,girls
bbbGSR6NAo8,0.895956,2.595959,4.022471,129.736263,3.95388,3015.589048,0.438894,3569.366308,11007.037354,0.750787,26049.365309,0.776655,2.398092,0.319783,0.782488,2.9e-05,0.299636,0.119991,0.061999,0.013458,-0.124872,-0.021067,-0.027272,0.014809,1351.77814,0.466558,848.236163,59.319546,65.037539,0.454267,-0.030357,0.148576,mixed
bfDv-c9E_Is,0.855096,3.613311,4.148722,131.576103,2.600379,3802.816876,0.564643,3717.790195,11518.019446,0.813266,20856.368434,0.639264,1.664532,0.210452,0.482923,0.003705,0.156525,0.005188,0.021462,0.044376,0.061141,-0.006463,0.014845,-0.126869,2061.955959,0.601036,876.996557,62.461022,67.700815,0.510271,-0.012611,0.160407,mixed
bkJxh88VNnc,0.913784,4.085934,4.103137,115.780928,2.781956,3731.417756,0.617701,3581.340986,11143.777608,0.814302,23095.783902,0.649928,1.214723,-0.165602,0.69561,0.206958,-0.130429,0.268469,-0.149581,0.020161,0.011412,-0.071589,-0.010606,0.04265,1999.055627,0.529107,942.254498,63.892019,68.867829,0.41033,-0.012847,0.161232,mixed
bkRGPI3N-7k,0.885854,3.850956,4.500673,119.208233,2.381878,2660.189773,0.432135,3216.023784,9245.485416,0.748962,12182.020551,0.636429,2.03886,0.156607,0.473626,0.360625,0.149119,0.168286,0.078591,0.074039,0.117273,0.110908,0.083899,0.040479,1028.303426,0.548124,787.86699,55.179404,62.638733,0.402829,-0.019005,0.16142,mixed
cYszuGaptkk,0.857893,1.756425,4.031685,115.621941,1.180361,3324.091265,0.514583,3450.020835,10652.749766,0.799598,8337.892979,0.565373,2.12956,-0.004723,0.362304,-0.095698,0.261902,0.031825,0.081499,-0.008116,-0.049198,-0.091286,0.024928,0.052718,1861.035008,0.605784,964.995283,64.520122,67.613394,0.425842,-0.019064,0.161336,mixed
cvvhKy1PFn8,0.868443,5.343248,4.251576,122.606192,2.578207,3703.00819,0.59104,3427.191487,10780.803923,0.828895,52899.850084,0.561783,1.3863,0.031486,0.140122,-0.015482,0.168605,0.087682,0.169485,-0.113565,0.015136,0.10111,-0.057992,0.059931,2310.204082,0.530612,917.824883,63.645722,68.826233,0.492493,-0.026132,0.15156,mixed
cyc4PdMrf2k,0.930665,4.092732,4.337533,123.596838,4.640651,3763.658233,0.538962,3791.31434,11510.105457,0.800539,37439.405831,0.654265,1.686394,0.391069,0.508403,0.316384,0.285381,0.044722,-0.001402,-0.071344,0.032184,-0.005309,0.002992,-0.010944,2129.556314,0.520478,856.175997,53.941019,63.676897,0.544274,-0.029416,0.142905,girls
c3lOglJbNMo,0.935216,7.285246,4.649398,110.282156,5.343059,3500.777713,0.556122,3514.406804,11000.871193,0.801319,26990.22597,0.775771,1.55292,-0.236104,0.347598,-0.157699,0.12534,-0.022558,-0.026434,-0.059312,-0.034472,-0.075479,-0.041609,0.01647,1910.673575,0.442142,1021.57295,65.351425,68.407151,0.416412,-0.021797,0.147354,girls
c7zjMd_AlKo,0.896733,3.515214,4.352858,119.47958,4.073397,3152.555914,0.504469,3291.342627,10184.814453,0.785629,34178.057522,0.775037,1.974859,-0.064615,0.324807,-0.114418,0.116863,-0.118093,-0.162837,-0.03088,-0.074179,0.006286,-0.023975,-0.026392,1723.814898,0.519187,1017.696592,67.113788,69.478669,0.412332,-0.017279,0.150626,mixed
c9iawUthtNY,0.843392,4.515023,4.059481,121.842924,1.846623,3332.403142,0.53128,3549.937481,10969.791762,0.806308,12186.34042,0.556693,1.663389,-0.106999,0.298699,0.052922,0.206529,0.020846,-0.002469,0.048009,0.097364,-0.00376,-0.062404,0.020567,1666.075534,0.605911,848.406457,57.814717,66.075611,0.432128,-0.011388,0.155205,mixed
dItD6LO1ILc,0.823389,3.802963,4.097179,145.025866,4.380294,3892.311779,0.571073,3828.554767,11801.175386,0.81671,12156.270358,0.707023,1.566758,0.481805,0.386643,0.11793,-0.019164,0.082519,-0.142601,-0.030595,-0.076855,-0.041652,-0.031753,-0.018888,2019.354839,0.557419,884.482267,65.191139,68.350713,0.465216,0.006921,0.157875,mixed
daHsUZiM6p8,0.919365,4.258078,4.133317,116.80295,4.598273,5029.493115,0.733409,3933.819577,12691.573227,0.857212,94506.3093,0.627891,0.638657,-0.196377,0.38082,0.090693,0.085972,0.302659,-0.234266,0.137078,0.137281,0.004836,0.031531,0.05047,3325.059625,0.481261,962.138443,62.05563,70.187062,0.459291,-0.012838,0.17488,mixed
d77iqD6bMHM,0.897694,6.438211,4.330834,119.840291,5.932578,3936.003597,0.540789,3784.463691,11653.97975,0.781335,13308.764749,0.837822,1.568908,0.16689,0.298544,-0.056985,0.010031,8.4e-05,-6e-05,-0.151541,-0.171098,-0.182234,-0.09725,-0.019151,2143.919793,0.538163,963.777795,67.33144,69.057879,0.42189,-0.02516,0.154908,girls
eL-YIdxfu3A,0.795978,1.211864,4.014241,128.541998,0.306991,2921.138224,0.436636,3551.862947,10288.26626,0.745199,1872.339546,0.293746,2.041816,0.046864,0.692595,0.259369,0.01031,0.078242,0.056237,0.113496,0.014051,0.001349,0.10941,-0.007828,1054.864547,0.551237,659.658253,60.524551,65.994793,0.472965,-0.026141,0.153585,girls
ebUStbjgKXE,0.897293,3.641781,4.618696,110.651431,4.542815,4014.396359,0.582595,3820.781835,11938.873433,0.808533,25812.546297,0.837701,1.604749,0.252913,0.346209,-0.009416,0.071107,-0.06311,-0.057217,-0.172172,-0.140921,-0.021367,-0.093511,-0.027733,2297.371901,0.561983,965.031003,67.700591,69.664514,0.4936,-0.007885,0.150065,girls
esX6Xb_7WyM,0.949334,3.661175,4.339152,120.638062,3.452535,3942.698967,0.485531,4282.191284,12615.282037,0.789988,61399.62805,0.658539,2.593029,0.309434,0.652793,-0.041146,0.168681,0.107474,-0.152943,0.180213,-0.043217,0.005169,-0.058405,-0.023451,1996.252046,0.487725,636.725256,58.993502,65.313571,0.621563,-0.015552,0.118744,girls
e0CG3x4Z_fk,0.926592,4.135419,4.376386,115.339797,4.541259,3933.404394,0.541329,3677.174313,11506.568555,0.786177,20609.437518,0.875764,2.148154,0.093648,0.408784,-0.085485,0.17545,-0.024923,0.078413,-0.124021,0.121838,0.012274,0.208744,0.044021,2341.456954,0.491391,1014.010148,66.131276,69.251444,0.40152,-0.010911,0.161618,mixed
e2KvH1ZAX84,0.898525,3.580003,4.048835,106.744382,2.314911,3658.177079,0.55468,3605.565357,10980.809999,0.816731,15458.305064,0.649912,1.332444,0.274643,0.255174,0.089764,0.147515,0.11889,0.111464,0.017615,0.001714,-0.005818,0.028368,0.066408,1730.518135,0.57513,886.201201,62.208893,66.631121,0.391229,-0.013574,0.162988,mixed
e6CJ0qsyJjQ,0.86259,3.422232,4.098644,121.236837,2.736676,3232.636462,0.500816,3340.115101,10259.339578,0.767521,19342.662945,0.813337,2.125426,-0.168193,0.404782,-0.145136,0.295064,-0.135453,0.041876,-0.082996,-0.096428,-0.019337,0.004214,-0.003303,1697.818878,0.539541,886.810569,69.378094,71.962329,0.48304,-0.006958,0.160145,girls
e7urnfBBh3M,0.954938,4.081717,4.627196,143.851747,5.675778,3113.014338,0.512115,3330.564013,10021.098317,0.800328,37287.83172,0.810702,1.92933,-0.029496,0.300851,-0.028124,0.106274,-0.13247,0.070966,-0.088862,-0.173678,-0.068551,-0.270566,-0.142859,1603.547619,0.478571,862.072788,64.104008,67.808431,0.560119,-0.013082,0.138694,mixed
e18J2Z18Na4,0.933476,3.206131,4.534014,126.924749,5.621203,3811.884608,0.586463,3581.301091,11277.275518,0.814857,49175.467365,0.687353,1.29532,0.132181,0.57055,0.402123,0.056929,0.207716,0.045116,-0.031196,-0.012046,0.134057,0.013606,0.088389,2108.078818,0.405583,966.419375,57.030639,65.173176,0.428462,-0.022364,0.157392,mixed
f-CA3IUQAWM,0.916114,4.523782,4.413219,132.90507,2.891163,3754.669357,0.582187,3655.141992,11279.487454,0.813649,36984.072591,0.682091,1.392995,0.402871,0.576596,0.070267,0.256802,0.074595,0.053847,0.040988,0.0301,0.049066,0.016987,0.039899,2016.605136,0.485554,824.785597,57.265723,64.668898,0.545368,-0.000259,0.13676,girls
fCeIH4at49g,0.879318,2.371011,4.003206,121.695804,3.910822,3144.754992,0.496091,3540.571035,10828.804497,0.786569,16328.198273,0.795612,2.073101,-0.272642,0.601886,-0.147631,0.127975,-0.073777,-0.044241,0.081409,-0.058267,0.015232,-0.022874,-0.152716,1530.131796,0.515651,877.14805,63.789262,69.275801,0.422916,-0.021995,0.163788,mixed
fD6rEoh-tPo,0.904679,4.130148,4.062312,106.386071,4.24583,2578.469599,0.412741,3003.680583,8796.848988,0.731343,29218.474757,0.746503,2.711666,-0.289143,0.584115,0.258489,0.37161,-0.034181,-0.127639,0.003885,0.057634,-0.112804,-0.335894,-0.252387,1265.21519,0.506329,908.658913,66.090815,69.700926,0.455575,0.010621,0.158812,girls
fV42vrfFvNs,0.831732,2.067124,4.027218,127.016843,2.366573,3328.570519,0.512095,3720.911149,11297.370045,0.79747,24358.969715,0.482981,1.713479,0.529258,0.614873,0.1068,0.295179,-0.063437,0.097791,0.009222,-0.012296,0.060942,0.023337,0.036147,1474.925558,0.612903,717.014598,55.079247,62.788781,0.57151,-0.028827,0.14649,mixed
ffMiaRJmVio,0.904348,3.554773,4.289416,144.21453,3.594236,2488.467833,0.424192,2907.180802,8519.241899,0.736117,23116.628658,0.664691,2.526081,0.293844,0.437497,0.321542,0.307816,-0.137068,-0.044487,-0.258825,-0.006227,-0.155975,-0.247528,-0.139078,1243.646288,0.585153,824.495716,65.889747,68.662181,0.586985,0.010723,0.147733,mixed
fg8ZTdpuV0I,0.904604,3.274585,4.109953,117.256245,4.336295,3146.16918,0.500737,3283.651698,9754.68775,0.778702,17349.61375,0.779757,1.863016,0.218153,0.451694,0.025459,0.394758,-0.130585,0.129189,0.020208,-0.030003,-0.090614,0.083906,-0.118173,1624.214876,0.484298,923.058369,62.712689,67.297983,0.449961,-0.020596,0.156568,mixed
fkd9m4Lc9W8,0.919475,3.017585,4.029729,114.215728,2.880791,2207.445805,0.383263,2862.196063,8141.018088,0.735718,26936.44504,0.517042,2.060453,0.296511,0.623528,0.07502,0.207399,0.055654,0.126902,0.173777,0.139314,0.107522,0.032316,0.129952,871.816594,0.489083,618.95848,53.084705,60.225011,0.554505,-0.03939,0.127011,mixed
flaRc0J0BwM,0.905076,3.960951,4.146691,127.553111,4.224112,3122.801596,0.532496,3088.785921,9614.333249,0.79158,49410.11187,0.807014,1.898304,-0.318166,0.1492,-0.127758,0.13341,-0.06369,-0.049218,-0.099652,-0.115193,-0.110429,-0.051811,-0.041255,1900.211506,0.463621,912.551172,68.946805,72.721825,0.537752,-0.013142,0.151438,girls
fzr246eEV-E,0.906474,4.455596,3.972382,115.315417,3.753068,4144.070159,0.601564,3982.264795,12414.655592,0.820949,38924.061048,0.681712,1.33518,-0.079566,0.383433,-0.244523,0.137779,-0.008998,-0.010499,-0.073316,-0.121059,0.06496,-0.001549,0.025304,2111.174289,0.456119,877.099752,64.100051,69.067211,0.457928,-0.008267,0.149527,mixed
f6C_P7xu2fc,0.952492,4.149021,4.178167,115.776414,4.703218,2597.102563,0.414983,2885.838854,8340.193705,0.738483,29907.834724,0.736157,2.475315,-0.065995,0.511404,-0.151879,0.224058,0.106635,-0.002907,-0.042329,-0.078783,-0.132849,-0.110959,-0.049333,1367.716049,0.454321,911.236481,60.670276,66.964756,0.448003,-0.017839,0.150459,girls
g0DI5tPiPPM,0.937355,3.444146,4.220332,127.94951,2.368117,4178.3996,0.557107,3950.556517,12095.824054,0.796974,20057.767137,0.820289,1.820507,-0.064722,0.46064,0.395936,-0.109714,0.173312,-0.169719,0.059559,0.022981,0.013372,-0.010676,-0.115158,2373.055046,0.46055,964.44774,62.542094,67.313042,0.377524,-0.012122,0.162421,girls
hAiBmTJhhJs,0.9321,4.613444,4.3478,136.027423,3.305766,2937.591196,0.477724,3319.451015,9872.952056,0.767366,20458.445767,0.578419,1.413686,0.485105,0.614844,0.172261,0.41685,0.35214,0.168478,0.063178,0.012891,0.215078,0.056801,0.143448,1244.911067,0.477273,899.502296,52.543002,61.259068,0.396411,-0.028712,0.156111,mixed
hFcYHGRWPCY,0.896529,1.615902,4.008717,129.784984,4.082127,3918.854983,0.524339,3975.495533,12056.911899,0.80165,36375.928629,0.787938,1.774211,0.651496,0.323989,0.244158,0.319219,0.23088,0.010842,0.090986,0.022036,0.013303,0.074768,0.021727,1861.263941,0.486989,839.987851,58.945959,63.864619,0.431235,-0.015812,0.158731,mixed
hgORULxqBqU,0.948613,4.381551,4.414988,128.104478,6.040232,3418.337432,0.530698,3579.702856,11006.021398,0.80162,34155.39162,0.709848,1.569439,0.315032,0.590082,0.29569,0.131206,0.070107,0.027728,-0.102712,0.024792,0.049502,0.021281,-0.041836,1701.539225,0.457795,925.012186,58.81079,65.092425,0.460742,-0.015481,0.1572,mixed
htMLdB-qYr0,0.815657,4.05249,4.199729,115.784422,2.077957,3819.580241,0.56954,3434.29671,10546.575039,0.781517,31276.417938,0.484201,1.738051,0.21547,0.253994,0.433764,-0.067175,0.030874,-0.328369,-0.042982,-0.136193,-0.152503,-0.078319,-0.143405,2243.326923,0.596154,853.989114,65.363222,69.120933,0.451531,-0.01732,0.168987,mixed
hxpeslOcIIA,0.85424,2.182049,4.086581,120.53847,2.53853,2924.727983,0.445536,3353.585367,10221.663019,0.760811,13044.849401,0.781742,2.51762,-0.027374,0.74955,-0.053217,0.221772,0.101216,0.15597,0.164561,0.086471,0.068321,0.045652,-0.063034,1424.536785,0.538147,877.882455,59.949892,65.336813,0.432443,-0.017154,0.162847,girls
iQF1XSOxHcs,0.9072,3.311462,3.976424,118.241272,3.267835,3233.022098,0.533664,3391.717844,10521.463461,0.800844,30769.595268,0.807193,1.544251,-0.168417,0.226836,-0.053726,0.030207,-0.030531,0.015756,-0.056208,0.038646,-0.033401,0.017927,0.025303,1624.309524,0.536905,912.083623,64.388889,68.247403,0.415347,-0.018238,0.162309,mixed
ijHYsEGGRRY,0.945704,3.725637,4.088155,114.420033,5.572399,2776.952475,0.45322,3106.506288,9216.012558,0.767327,50927.374927,0.54122,2.02584,0.272114,0.61637,0.058073,0.152008,0.284972,0.099389,0.033883,-0.013832,0.049937,-0.009353,0.05668,1354.091653,0.494272,882.482821,50.540026,61.846348,0.372082,-0.015863,0.170558,mixed
ipvWSzXXN14,0.946262,5.676027,4.822901,141.152325,6.003608,2949.172832,0.449741,3403.429217,10112.27889,0.766161,27081.6446,0.695799,2.217967,0.045706,0.455949,0.169743,0.320541,-0.006711,0.179678,0.086797,-0.018305,-0.074489,-0.023542,0.036386,1337.940762,0.51622,747.723663,53.690039,62.799352,0.507945,-0.022499,0.147574,girls
iwMf1aU3h2Q,0.834171,3.99818,3.963064,108.094309,3.864358,3101.679354,0.495615,3333.757731,9894.870082,0.771707,8520.306677,0.711091,1.801877,-0.231247,0.458502,-0.131003,0.054186,0.018158,0.11704,-0.038891,-0.148783,-0.052308,-0.035201,-0.031515,1505.080946,0.610212,860.35389,67.5327,70.289679,0.430048,0.001275,0.149324,girls
izuCJwPgG-Q,0.907889,4.025846,4.472086,111.227357,3.316892,3471.924784,0.503893,3742.544382,11560.802803,0.795589,9386.941546,0.859709,2.045676,0.13646,0.438771,0.012669,0.196424,0.08739,0.06055,-0.13081,0.0318,0.089091,0.149101,-0.040105,1627.36692,0.497148,928.433462,62.358052,67.323471,0.405644,-0.022972,0.15445,mixed
i7zsJj3XgBc,0.913051,1.322725,3.924056,127.764998,4.082248,3123.644046,0.534413,3109.098225,9430.773926,0.777292,27090.439873,0.918132,1.781881,-0.232903,0.684976,0.047447,0.154455,0.108294,-0.058263,-0.184778,-0.061813,-0.158753,-0.186021,-0.061736,1784.668367,0.441327,983.773703,67.015609,69.608227,0.368969,-0.016254,0.145534,mixed
jNW2XxPUDqc,0.890238,3.517151,4.660183,114.9264,4.728628,3188.840022,0.544436,3157.723181,9407.545628,0.743875,13723.023767,0.816057,1.301275,0.059044,0.387676,-0.332333,0.250581,-0.264931,-0.062637,-0.224019,-0.129196,0.080954,0.173246,0.106083,1737.02458,0.500647,958.556922,68.995916,70.525785,0.423894,-0.004586,0.162876,girls
jYnVugDxErs,0.938887,3.826378,4.574058,114.637727,4.100716,4531.933386,0.625467,4012.204043,12088.938643,0.82472,44393.876899,0.683094,1.580353,0.217849,0.732025,-0.021335,0.184983,0.108809,0.076443,-0.070778,-0.013648,-0.069918,0.089703,-0.006309,2752.216216,0.481081,897.625434,59.110163,66.247209,0.570262,-0.017981,0.160704,mixed
j_4_Bw7FbR4,0.911498,4.467297,3.938068,119.238073,4.834472,2933.606174,0.476095,3136.353981,9388.704427,0.758087,17462.065585,0.94333,2.040343,0.262968,0.591086,0.226878,0.348805,0.03352,0.099157,0.076652,0.011487,-0.151105,0.051679,-0.154083,1609.923469,0.461735,928.130992,62.407908,66.476394,0.385042,-0.020471,0.162993,girls
jg35mmYzh3I,0.868047,4.246758,4.141974,110.447039,2.706558,3471.799394,0.572196,3658.451174,11585.502459,0.819727,33591.69696,0.628885,1.475549,-0.142547,0.324285,-0.051638,-0.122807,-0.09087,0.065021,0.004357,0.107856,0.060667,0.003984,0.00925,1710.803109,0.603627,921.489651,62.716942,69.389975,0.459596,-0.003215,0.151252,mixed
jltRPLHjR0o,0.864901,4.671112,4.094677,134.071865,2.68179,3681.030911,0.545595,3865.861728,11833.126758,0.824204,30093.329661,0.497573,1.679067,0.207548,0.372667,0.040579,0.102402,0.11512,0.062143,0.07113,0.063936,0.028623,0.061123,0.032067,1864.695652,0.530435,787.672118,54.392801,64.200357,0.404932,-0.01911,0.160736,mixed
kFkIC-XjFp0,0.860904,3.859978,4.060736,128.108257,2.677973,2663.888112,0.427915,3067.48694,8815.165612,0.739598,10481.458072,0.690685,2.344813,0.033093,0.61448,-0.02299,0.07631,0.032303,0.144563,0.035656,-0.09493,-0.036431,-0.026119,-0.114665,1294.36409,0.561097,874.796321,64.380589,67.973126,0.485872,-0.018787,0.161299,girls
kL9qia-G10g,0.778135,2.993229,4.177003,132.900965,5.14995,1988.539394,0.311796,2651.099625,7478.075491,0.700436,12538.082553,0.583599,3.235134,0.272406,0.474831,2.9e-05,0.004796,0.025965,0.038059,-0.139876,-0.04189,-0.20104,-0.078464,-0.058696,880.776699,0.676375,632.530463,61.814672,66.308247,0.601292,0.019668,0.122873,mixed
kVGcmBU-GIQ,0.940898,3.306335,3.988689,120.42422,4.706501,4544.680396,0.646333,3969.089675,12269.847307,0.849534,57425.335565,0.696178,1.190541,0.35303,0.19415,-0.084844,0.150825,0.113021,0.118689,0.050551,-0.103562,-0.037066,0.060704,-0.008916,2499.689119,0.490933,914.721455,59.628882,67.184209,0.487475,3.3e-05,0.160844,girls
khGyyJuLSgU,0.908546,1.725093,3.961188,118.66938,4.061371,3801.966664,0.542746,3867.021946,11914.897769,0.792649,28563.327242,0.750558,1.959915,0.030912,0.444422,-0.095709,0.202965,0.020858,0.201999,0.039914,0.058832,-0.12834,0.026983,-0.09219,1965.367647,0.431373,829.781807,65.133333,68.704495,0.524863,-0.021759,0.157231,girls
k0q5zWesa1k,0.924619,3.758015,4.071539,117.456702,2.237466,3366.969722,0.454877,3838.725317,11323.124126,0.766153,21055.286095,0.789556,2.249696,0.356259,0.244238,0.103231,0.275707,-0.122093,0.162114,0.176736,-0.063813,-0.081843,-0.037857,0.111379,1544.812606,0.549404,654.551944,56.735066,64.877714,0.571441,0.003351,0.13671,girls
lHmmtj8270k,0.973967,4.781328,4.019665,140.850005,3.381717,3275.19147,0.557643,3472.666786,10805.364027,0.788096,24743.214766,0.787134,1.491061,-0.328196,0.534566,-0.179941,0.23262,-0.022596,0.078245,0.036714,-0.017364,-0.080274,-0.062202,-0.053867,1553.17734,0.442118,706.754945,55.618253,67.406081,0.578307,-0.001513,0.125058,girls
lH9eT078eJc,0.933545,5.274573,4.032488,143.807958,3.992109,4373.038065,0.648433,3842.713886,11795.258474,0.843922,51101.942029,0.666981,1.237467,0.16374,0.666643,0.182173,0.311613,0.231962,0.097196,0.016563,-0.031001,-0.001225,-0.008029,-0.024938,2756.695515,0.506688,885.642048,56.796705,65.585854,0.49068,0.0,0.146279,girls
lk2g6a0eS88,0.863524,3.11968,3.910069,135.612643,2.754519,4036.775138,0.591644,3932.508537,12161.320143,0.813805,16486.556066,0.678718,1.291866,0.169857,0.5837,0.277475,0.364561,0.156241,0.020919,-0.066531,-0.23351,-0.059479,0.005349,0.119822,1915.063291,0.516456,900.525499,64.655879,66.833284,0.43291,-0.017632,0.168544,mixed
l0DF8slvlls,0.932079,3.584159,4.197493,141.365631,3.655135,3223.075083,0.529682,3310.606392,10048.703758,0.782139,32324.555518,0.65777,1.64642,0.155648,0.444241,0.239541,0.220549,0.138445,0.177477,0.006934,0.055748,0.00529,0.045298,0.079269,1952.273839,0.482478,767.344741,58.519872,65.984128,0.473982,-0.025339,0.140686,mixed
