stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_time_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_kurtosis_Mean,spectral_rolloff95_Mean,spectral_rolloff85_Mean,spectral_spectentropy_Mean,spectral_flatness_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
WkkrKcyoiA4,0.867385,3.440506,2804.761996,4.482765,115.210073,0.096744,3.66861,3409.437739,0.503672,3549.77664,6.332092,10826.518301,6916.347438,0.784156,0.1331,16032.728654,0.635185,2.057246,0.297752,0.508205,0.143186,0.025203,0.375222,-0.010418,-0.18648,-0.182564,-0.150313,-0.06803,-0.111596,0.061755,1721.428571,0.550493,929.50776,63.208759,66.80195,0.437095,-0.017374,0.161163,mixed
W8z5glKz39Y,0.937229,5.661463,1341.723793,4.331251,146.341965,0.078811,3.116442,3904.102612,0.670025,3633.751912,5.074611,11481.818085,7634.815807,0.842626,0.143819,43333.066952,0.659636,1.074266,-0.165815,0.993943,-0.081298,0.044286,0.123297,0.061757,0.204134,0.12114,0.155935,0.088817,0.014413,0.114024,2459.846939,0.528912,910.996748,56.152072,66.630306,0.512825,-0.009552,0.149638,boys
XDf_J2ajI7Q,0.905959,3.431667,1309.555429,4.416904,134.272294,0.088358,2.822417,4239.329173,0.620838,3763.075595,4.497423,11765.210592,8297.413046,0.825946,0.143659,29768.081458,0.639012,1.321944,-0.116293,0.071207,-0.028743,0.09564,0.041641,0.033334,-0.187791,-0.03432,0.069005,-0.026232,0.027154,-0.002183,2676.171096,0.553987,977.26768,62.858263,68.398216,0.436577,-0.024666,0.174693,mixed
XF6lXzF4ltI,0.875945,3.992483,2328.370983,4.089091,122.922444,0.096364,2.967361,3896.160019,0.613444,3694.907449,5.052317,11722.023519,7670.463053,0.814657,0.153978,13346.481343,0.858576,1.015955,0.171475,0.439065,-0.111805,0.292713,-0.098293,0.153506,-0.10448,-0.050371,-0.069929,-0.050591,-0.00393,0.050528,2090.959079,0.529412,956.044894,67.234868,70.260369,0.417384,-0.014643,0.168514,boys
XQ6Cm2sXveU,0.851729,3.524036,1685.274894,4.352201,126.906206,0.097632,3.28024,3894.596856,0.630911,3575.491943,5.279073,11162.896729,7521.844482,0.826265,0.144492,17120.767961,0.597937,0.86048,0.376922,0.739429,0.194127,0.310821,0.038673,0.083187,-0.08441,0.041617,0.112117,0.001426,0.049124,0.055845,2210.236887,0.619289,939.864707,60.903923,66.483537,0.452146,-0.013202,0.161203,boys
XRclPERrLVc,0.902585,1.613665,2804.407281,4.029945,135.375782,0.093441,3.270831,3504.294465,0.523126,3806.545179,5.568859,11755.791697,7389.624586,0.802161,0.14336,29915.883027,0.566724,1.717798,-0.085839,0.472446,0.047596,0.095672,0.153107,0.045654,0.032645,-0.032868,0.044336,0.068014,0.022175,0.083693,1593.891566,0.53494,920.759892,63.536016,67.5244,0.414791,-0.012691,0.161965,boys
XUpgpnqB5RA,0.924076,4.152768,1599.554435,4.026709,128.355974,0.087576,2.668342,3093.568594,0.524716,3397.071833,6.324183,10282.471658,6461.947953,0.805722,0.12516,22563.978391,0.596993,1.669272,-0.052136,0.340529,0.106224,-0.031316,0.071043,0.071666,0.120023,0.022946,0.06728,0.087268,0.181167,0.089836,1479.614243,0.591494,811.08446,54.412779,65.551931,0.520593,-0.017242,0.145525,boys
Xh-dQTJAaqE,0.937231,3.26821,2366.357501,4.350932,129.612659,0.064537,5.07581,4034.465891,0.613931,3737.468102,4.183678,11615.389437,8079.662426,0.837675,0.151268,37343.53884,0.753895,1.2394,0.342257,0.311841,0.011102,0.000431,0.097642,0.103092,0.104997,0.070118,0.007536,0.049126,0.027568,-0.008433,2221.764706,0.44806,913.918488,61.693653,67.07726,0.421933,-0.00694,0.1618,mixed
XiHahyPA14A,0.960076,3.874486,1477.551528,4.206856,131.619749,0.069412,4.020426,2252.820224,0.364811,3034.223513,11.359059,8856.67766,4488.773292,0.74543,0.104341,25577.92126,0.530197,2.647171,0.088814,0.792002,0.130421,0.197777,0.150049,0.110698,0.07606,0.052404,-0.002467,-0.058378,-0.029378,0.06751,913.570191,0.478336,833.983005,54.215186,61.891301,0.402324,-0.020212,0.158786,boys
Xxw3AwS7_o8,0.819919,3.915536,1991.379491,4.137748,111.592505,0.139517,3.266429,3216.324241,0.531926,3097.339122,10.686091,9301.102012,6018.515665,0.779225,0.118203,28418.477546,0.580496,1.773055,-0.110408,0.268751,0.052838,0.187662,0.032594,-0.158656,-0.023675,0.130482,-0.017913,-0.009404,-0.003778,0.029268,1983.085106,0.606383,808.524752,64.671081,69.528405,0.494762,0.005258,0.14363,mixed
YX2Ozh9Msf0,0.878691,3.47545,2945.180875,4.190968,100.501336,0.079787,2.404843,2396.930142,0.509189,2199.009622,15.167011,6099.464506,4444.44257,0.746898,0.045855,24098.588898,0.765497,1.58473,0.245595,0.529528,-0.226063,0.097399,0.167086,-0.039029,0.239965,0.134933,0.071428,-0.056347,0.04451,0.042114,1664.227053,0.603865,864.248226,63.737403,68.005785,0.421911,-0.018182,0.158665,boys
YlE0pteWuR8,0.652208,3.268947,3483.650704,4.356363,131.205041,0.118505,4.187153,4970.628761,0.665951,3883.448867,5.349048,12006.356924,8946.629061,0.811764,0.166233,27882.425008,0.260404,0.414845,0.37067,0.214816,0.184812,0.090063,0.153785,0.054828,0.033198,0.045332,0.094103,0.083679,0.05009,0.057321,2807.508651,0.66263,660.057482,54.093474,64.435478,0.374245,-0.012631,0.281582,mixed
YwJMELJf754,0.899533,3.943558,2179.59179,4.581208,126.910887,0.08351,4.107077,2683.381853,0.461984,3035.164361,10.363263,8699.727791,5291.991444,0.770157,0.114296,19473.102086,0.688511,1.91935,-0.107305,0.231856,0.092797,0.261564,0.042217,0.062929,0.085913,0.106918,-0.024785,-0.072802,-0.027017,0.05825,1321.729519,0.521456,909.839592,55.786228,64.371332,0.432658,-0.006199,0.162584,mixed
Y2Skw39jGlQ,0.884443,3.926506,2212.741917,4.057409,125.158708,0.093239,4.415819,4253.037457,0.648632,3556.270471,4.486711,11450.758461,7996.185948,0.834235,0.135094,57254.608064,0.765673,1.030729,0.144735,0.298086,0.03608,0.18758,0.075301,0.036374,-0.080128,-0.085149,-0.077804,-0.006943,-0.085863,0.020677,2696.072013,0.540098,984.260593,65.679384,69.713063,0.445355,-0.013052,0.169293,boys
ZHYihxwUzbM,0.930059,3.597779,1989.431261,4.147515,122.047632,0.078022,3.78437,3700.500968,0.542589,3771.616853,5.000439,11443.645196,7706.742035,0.811108,0.141873,35924.261864,0.743328,1.631361,0.678878,0.266057,0.006911,0.29205,0.057176,0.29466,-0.014673,-0.049628,-0.039486,-0.071361,-0.042933,-0.1053,1832.410596,0.487417,890.811275,59.257322,64.76743,0.432497,-0.021026,0.154072,mixed
ZaWRrNOseg4,0.841238,4.002197,2521.372502,4.060186,116.398397,0.130909,2.753305,3398.117566,0.479369,3601.338351,8.024605,10900.717529,6719.229675,0.761524,0.134826,15098.49105,0.696785,1.946598,0.224451,0.331319,-0.030338,0.016343,-0.020558,0.051501,0.125529,-0.035185,-0.109524,0.040588,-0.08356,0.010576,1633.928287,0.572908,864.438001,66.510673,68.804644,0.406881,-0.017663,0.173521,mixed
Zie8xaLG8_M,0.883055,4.40846,3207.749986,4.218477,126.819777,0.080842,4.303106,3210.200573,0.502497,3445.991723,7.738633,10454.731319,6514.044008,0.789174,0.131123,19802.170495,0.683009,1.75183,0.249102,0.490934,0.189386,0.076054,0.068444,0.131073,0.012904,0.210753,0.039358,0.074808,0.033755,0.088682,1584.466501,0.537221,955.103834,61.196729,65.495424,0.474302,-0.000733,0.161931,boys
ZkKgHOgNKEU,0.971809,3.819471,2141.621371,4.670089,106.861939,0.0696,5.263479,4194.716466,0.616452,3945.99858,3.926529,12357.21085,8571.387444,0.842924,0.156082,63393.713244,0.569478,1.351322,0.220718,0.500722,0.023271,0.110769,0.245879,-0.131678,-0.003506,0.015048,-0.000259,0.050786,0.103664,-0.024231,2354.338028,0.471831,961.179463,58.372429,65.359704,0.408734,-0.017553,0.165751,boys
Zl-50U1tsBM,0.932178,3.68252,1427.211984,4.151413,119.474683,0.077687,3.900987,3162.322144,0.481199,3569.974986,5.594879,10870.057292,6893.358544,0.804653,0.126024,23194.378467,0.55286,1.93763,0.260829,0.312194,0.070521,0.065731,0.031752,-0.043318,-0.030966,0.029732,0.033317,0.05586,0.027306,0.0644,1443.675214,0.531814,922.029299,57.359863,64.588053,0.467876,-0.013767,0.156511,boys
Z00vBKSQrgU,0.89564,4.890648,993.001825,4.963897,135.999231,0.116489,2.546609,3239.432309,0.558888,3508.779714,6.047165,10938.994711,6684.757012,0.82632,0.136519,34795.028918,0.54848,1.579607,-0.365378,0.238205,-0.232498,0.010632,-0.129846,0.058161,0.140568,0.147235,0.168103,0.096655,-0.017766,0.067048,1695.620253,0.58481,811.593075,60.490216,68.519242,0.498188,-0.021721,0.160839,boys
Z3JQHGaRQ7I,0.900499,4.557242,2353.576766,4.866217,113.966456,0.101695,2.80845,3022.730688,0.478312,3289.659442,7.476845,10038.349368,5874.595876,0.78524,0.11669,21830.461966,0.746345,2.215965,-0.211399,0.325565,-0.15278,0.229531,-0.03078,0.088363,-0.017856,-0.075894,-0.096935,-0.047977,-0.118242,0.086396,1672.29202,0.567063,971.77649,62.776954,67.166073,0.472903,-0.027013,0.166809,mixed
_H9hUA0Ck8c,0.934049,3.712687,1651.419075,3.990866,125.743919,0.061944,3.573874,2946.163487,0.514583,3213.549885,7.054165,9713.619783,5920.232423,0.794589,0.116898,30939.44122,0.577845,1.579285,0.10617,0.784517,0.134708,0.088643,0.12669,0.168215,0.007262,0.022703,0.079625,0.101749,0.118168,0.13028,1501.730532,0.520396,864.854066,52.273221,62.966906,0.496745,-0.01795,0.146374,boys
_KXsBwbeaSY,0.870236,4.26172,2874.345337,4.250575,125.88221,0.0994,2.307117,3805.658582,0.489847,4024.389406,6.87335,12086.190152,8102.985316,0.772068,0.154672,13734.323491,0.629507,1.876804,0.443897,0.484013,0.104605,0.337025,0.1271,-0.093378,-0.074864,-0.119066,-0.074048,-0.050182,0.047054,0.019901,1651.476109,0.605802,831.257533,62.558108,65.782974,0.445863,-0.005417,0.150331,mixed
_KrfMdJMlDM,0.917548,4.012729,1760.737351,4.216845,128.07585,0.077604,3.9625,2831.542652,0.479362,2970.01302,7.933147,8916.798955,5960.209362,0.781657,0.079108,40134.862763,0.651446,2.087579,0.324151,0.342575,0.065316,-0.007798,0.071924,0.091055,-0.033634,0.033361,-0.01298,-0.022608,0.011898,-0.027212,1600.396825,0.480159,883.484496,61.958053,66.62963,0.514541,0.016338,0.153241,mixed
_OzTx2Sushc,0.935738,4.33223,1832.56399,3.913481,148.197384,0.074188,2.741258,3067.377346,0.551071,3315.514678,8.506918,9991.527748,6304.920006,0.796769,0.125537,36390.766144,0.48636,1.395339,-0.010119,0.87132,0.082065,0.046684,-0.083698,0.232467,0.068876,0.057112,0.338084,0.015641,-0.102245,0.108464,1496.629693,0.459898,726.029176,52.184051,63.160511,0.53777,-0.050127,0.142812,boys
_R2heFBQC_8,0.926411,2.572877,2713.252581,3.991739,123.387087,0.073947,4.576518,3430.30332,0.551228,3408.988343,6.209748,10655.011803,6754.962029,0.800862,0.132876,34636.926951,0.757575,1.688855,0.158433,0.550009,0.097549,-0.004796,0.229608,0.00186,0.053571,0.005095,0.079858,0.008863,0.062625,-0.011327,1882.391681,0.47487,1019.147772,60.864232,66.351204,0.404396,-0.030039,0.151637,mixed
__5nKKCvOzk,0.92339,4.235908,2053.149097,4.138814,123.449469,0.088313,3.207577,3399.48379,0.48715,3833.950858,5.431296,11649.230413,7364.369999,0.788877,0.15018,14038.091098,0.675192,1.734211,0.290705,0.391846,0.095087,0.101025,0.15912,-0.081113,0.042038,0.119888,0.12354,0.09471,0.136049,0.117501,1376.940397,0.580132,884.961414,61.537242,65.63962,0.426718,-0.022095,0.156241,boys
_kGMj1M8ko8,0.904032,1.969175,2480.741247,3.970489,118.864312,0.085957,2.454478,3629.113014,0.587837,3584.888616,4.780162,11046.795131,7463.874158,0.821835,0.140184,32324.878905,0.653362,1.129526,-0.243615,0.057332,0.172464,0.009864,0.076404,-0.103754,-0.043237,-0.0423,0.086002,0.056273,0.034908,0.156305,1601.504525,0.378959,868.55926,66.244433,70.102531,0.39046,-0.025259,0.161156,boys
_mWQG-4Sc2U,0.884748,4.090056,2752.001956,4.194887,119.981434,0.086486,2.902285,3111.350582,0.544114,3295.306568,6.577836,10231.255795,6306.178253,0.819091,0.119355,45579.929584,0.434382,1.619648,-0.060184,0.465909,-0.090486,0.054522,0.02892,0.080755,-0.00675,0.059812,-0.023045,0.078588,0.061891,0.15478,1581.297814,0.497268,828.521239,58.9474,67.32577,0.48656,-0.015068,0.141642,boys
_tNKC2D_DK4,0.86184,2.815947,2633.709043,4.071349,128.825657,0.09875,1.698339,3058.211884,0.513231,3315.053217,6.515891,9974.206604,6337.706177,0.779659,0.105539,12031.766749,0.543668,1.526505,0.306391,0.503325,-0.026173,0.194684,0.011116,0.088457,0.045589,-0.05807,-0.067787,0.043901,-0.014258,-0.002664,1498.461538,0.560947,878.555479,61.754607,66.047265,0.49169,0.00087,0.153248,mixed
aLk1Xh0z7qw,0.947218,2.817674,1879.711885,4.189224,137.343924,0.061499,4.640577,2935.290222,0.547545,3179.598591,8.483862,9602.071582,5615.687109,0.781939,0.116903,39051.335887,0.665026,1.46607,-0.185534,1.076468,0.261794,0.006133,0.445507,0.023034,0.09355,0.153878,0.115772,0.100313,0.000327,0.025143,1411.865285,0.474093,949.274194,50.274765,63.882197,0.470711,-0.038372,0.152562,boys
awK4jz6RWkU,0.78123,3.884642,1863.238628,4.230992,95.017756,0.235556,0.908719,3254.676412,0.569159,3108.18792,8.302353,9681.527404,6070.77643,0.80795,0.116924,33358.739403,0.465374,1.665866,-0.172257,0.65786,-0.125092,0.101626,-0.059776,0.112916,-0.059441,0.074131,0.112201,0.028176,0.087932,-0.0126,2060.264505,0.644198,811.350063,61.055295,68.501829,0.550572,0.038949,0.160223,mixed
a1F2Vm6lVNU,0.949055,4.445646,2397.348577,4.062918,125.115095,0.082427,6.065599,4507.533586,0.670059,3962.602167,3.102484,12456.007476,9172.376794,0.86051,0.15016,47723.905588,0.872763,1.056908,0.336338,0.329943,-0.041788,0.064237,0.128543,0.236377,0.067956,0.020586,-0.052094,0.073376,-0.065735,0.020476,2631.047463,0.428805,980.486371,64.367333,68.488341,0.458408,-0.014825,0.160001,mixed
bBSU7U9f98w,0.896848,4.100334,2949.117428,4.098779,111.303922,0.075128,4.673643,3354.248425,0.547187,3056.9108,7.426479,9341.930595,6178.517236,0.776743,0.09073,55176.258182,0.597914,1.95052,0.472064,1.054004,-0.240559,0.074712,0.12984,-0.314082,0.343505,-0.108804,0.049919,-0.173868,0.008918,-0.079012,2255.902439,0.499187,960.505863,58.861589,65.595972,0.37932,-0.014032,0.164529,mixed
bKK1XQg2Y9o,0.934347,3.187635,1598.944069,4.616124,109.525672,0.074271,4.267622,3799.497784,0.605269,3749.145179,4.216038,11740.783248,7966.096635,0.839689,0.150995,31194.073078,0.740773,1.370153,-0.12047,0.276996,0.091751,0.18067,0.010583,0.068757,0.091946,0.11576,0.076153,0.101173,0.045481,0.050673,2100.374677,0.52584,904.726369,63.559918,68.828106,0.537114,-0.015756,0.144267,boys
bbbGSR6NAo8,0.895956,2.595959,2398.383714,4.022471,129.736263,0.101406,3.95388,3015.589048,0.438894,3569.366308,7.239184,11007.037354,6272.717285,0.750787,0.115408,26049.365309,0.776655,2.398092,0.319783,0.782488,2.9e-05,0.299636,0.119991,0.061999,0.013458,-0.124872,-0.021067,-0.027272,0.079199,0.014809,1351.77814,0.466558,848.236163,59.319546,65.037539,0.454267,-0.030357,0.148576,mixed
bfDv-c9E_Is,0.855096,3.613311,2022.100142,4.148722,131.576103,0.145099,2.600379,3802.816876,0.564643,3717.790195,4.677818,11518.019446,7837.759246,0.813266,0.136051,20856.368434,0.639264,1.664532,0.210452,0.482923,0.003705,0.156525,0.005188,0.021462,0.044376,0.061141,-0.006463,0.014845,-0.060404,-0.126869,2061.955959,0.601036,876.996557,62.461022,67.700815,0.510271,-0.012611,0.160407,mixed
bkJxh88VNnc,0.913784,4.085934,2070.75369,4.103137,115.780928,0.08375,2.781956,3731.417756,0.617701,3581.340986,5.589352,11143.777608,7465.09291,0.814302,0.143035,23095.783902,0.649928,1.214723,-0.165602,0.69561,0.206958,-0.130429,0.268469,-0.149581,0.020161,0.011412,-0.071589,-0.010606,-0.077569,0.04265,1999.055627,0.529107,942.254498,63.892019,68.867829,0.41033,-0.012847,0.161232,mixed
bkRGPI3N-7k,0.885854,3.850956,3180.978352,4.500673,119.208233,0.093226,2.381878,2660.189773,0.432135,3216.023784,9.298689,9245.485416,5565.763535,0.748962,0.117961,12182.020551,0.636429,2.03886,0.156607,0.473626,0.360625,0.149119,0.168286,0.078591,0.074039,0.117273,0.110908,0.083899,0.120419,0.040479,1028.303426,0.548124,787.86699,55.179404,62.638733,0.402829,-0.019005,0.16142,mixed
bpKUFzL1qFM,0.873919,4.062125,2024.938805,4.42162,141.638978,0.081328,5.686691,3191.81557,0.474651,3290.721263,9.671253,9839.524406,5938.545285,0.750103,0.116799,13522.447145,0.690878,2.138094,0.052496,0.525204,0.40607,-0.085948,0.257494,0.167228,0.095047,-0.059617,0.130589,0.030984,-0.088122,0.078151,1846.614246,0.508788,921.964133,62.896604,65.7823,0.408642,-0.020504,0.163889,boys
cYszuGaptkk,0.857893,1.756425,1953.770053,4.031685,115.621941,0.129659,1.180361,3324.091265,0.514583,3450.020835,6.742111,10652.749766,6513.426142,0.799598,0.130918,8337.892979,0.565373,2.12956,-0.004723,0.362304,-0.095698,0.261902,0.031825,0.081499,-0.008116,-0.049198,-0.091286,0.024928,-0.029373,0.052718,1861.035008,0.605784,964.995283,64.520122,67.613394,0.425842,-0.019064,0.161336,mixed
cvvhKy1PFn8,0.868443,5.343248,2155.167075,4.251576,122.606192,0.094175,2.578207,3703.00819,0.59104,3427.191487,6.04593,10780.803923,7219.180892,0.828895,0.137401,52899.850084,0.561783,1.3863,0.031486,0.140122,-0.015482,0.168605,0.087682,0.169485,-0.113565,0.015136,0.10111,-0.057992,-0.031773,0.059931,2310.204082,0.530612,917.824883,63.645722,68.826233,0.492493,-0.026132,0.15156,mixed
czj-OJr9gFs,0.927317,2.283432,2126.706234,4.025642,130.224881,0.075146,4.435627,3041.854838,0.486289,3311.817071,6.710766,9867.727895,6376.249235,0.786578,0.110372,42054.5885,0.437181,1.936362,0.263869,0.858775,0.169295,0.190348,0.0768,0.084378,0.095726,0.002884,0.092633,0.053066,0.046946,-0.018788,1558.727569,0.473083,791.844349,51.195594,61.571884,0.403353,-0.008164,0.168343,boys
c3vselA9ELQ,0.950282,4.163963,1473.972889,4.624221,126.091992,0.074911,2.629366,3005.154124,0.512291,3436.363874,6.664172,10380.171926,6478.938374,0.806214,0.129043,26543.374486,0.49773,1.721293,-0.233137,0.484653,0.049797,0.081521,-0.045802,-0.063164,0.048714,0.033364,0.067977,0.042532,0.034097,0.063109,1349.036403,0.540685,822.365389,52.748632,65.044818,0.475756,-0.028339,0.161161,boys
c7zjMd_AlKo,0.896733,3.515214,2186.935741,4.352858,119.47958,0.08681,4.073397,3152.555914,0.504469,3291.342627,7.586534,10184.814453,6058.325195,0.785629,0.123931,34178.057522,0.775037,1.974859,-0.064615,0.324807,-0.114418,0.116863,-0.118093,-0.162837,-0.03088,-0.074179,0.006286,-0.023975,0.031683,-0.026392,1723.814898,0.519187,1017.696592,67.113788,69.478669,0.412332,-0.017279,0.150626,mixed
c9iawUthtNY,0.843392,4.515023,2045.253396,4.059481,121.842924,0.091364,1.846623,3332.403142,0.53128,3549.937481,6.55518,10969.791762,6878.048886,0.806308,0.140307,12186.34042,0.556693,1.663389,-0.106999,0.298699,0.052922,0.206529,0.020846,-0.002469,0.048009,0.097364,-0.00376,-0.062404,-0.063542,0.020567,1666.075534,0.605911,848.406457,57.814717,66.075611,0.432128,-0.011388,0.155205,mixed
d-jNkcovWPc,0.866764,4.116085,1991.177829,3.926224,127.577014,0.133214,1.630794,2229.729198,0.494315,2345.202162,18.926563,6578.014195,3864.342852,0.759145,0.075874,47474.190629,0.560392,2.182414,-0.938145,0.671396,-0.219934,0.13359,-0.007214,0.040853,-0.117549,0.079281,-0.103884,-0.001229,-0.007071,0.024022,1391.754098,0.498361,837.864344,68.930309,70.910791,0.453104,-0.023687,0.157143,boys
dItD6LO1ILc,0.823389,3.802963,2214.16016,4.097179,145.025866,0.1,4.380294,3892.311779,0.571073,3828.554767,4.814682,11801.175386,8058.360947,0.81671,0.157249,12156.270358,0.707023,1.566758,0.481805,0.386643,0.11793,-0.019164,0.082519,-0.142601,-0.030595,-0.076855,-0.041652,-0.031753,0.029372,-0.018888,2019.354839,0.557419,884.482267,65.191139,68.350713,0.465216,0.006921,0.157875,mixed
dNeLMKNiAN8,0.844572,1.465361,1150.309157,4.075537,120.270184,0.099277,2.22421,2516.923199,0.436111,2955.425772,12.617631,8525.581914,4975.736445,0.766594,0.101472,24992.542197,0.468439,2.280092,-0.204714,0.446716,0.041163,0.087656,0.076474,0.02871,0.024598,0.030457,0.116288,0.042452,0.060926,0.087027,1211.12855,0.571001,744.825519,56.066123,64.729289,0.433602,-0.024117,0.160023,boys
daHsUZiM6p8,0.919365,4.258078,1405.113639,4.133317,116.80295,0.079967,4.598273,5029.493115,0.733409,3933.819577,3.354885,12691.573227,9589.843624,0.857212,0.166653,94506.3093,0.627891,0.638657,-0.196377,0.38082,0.090693,0.085972,0.302659,-0.234266,0.137078,0.137281,0.004836,0.031531,0.156007,0.05047,3325.059625,0.481261,962.138443,62.05563,70.187062,0.459291,-0.012838,0.17488,mixed
dmqgI4JCEuE,0.919515,3.733599,1617.113774,4.461981,120.277016,0.08335,2.707715,3339.308084,0.571281,3284.404341,5.915522,10153.800734,6604.477807,0.817511,0.113487,22747.07583,0.718646,1.699325,-0.085171,0.56656,-0.126831,0.087085,0.222319,0.049763,0.100157,-0.020882,0.081993,-0.013205,0.026915,0.043929,2016.315789,0.557505,959.929459,64.109789,68.372485,0.422328,-0.011298,0.152354,boys
dp-qHTDVsLc,0.948018,4.395762,2010.732709,4.863003,123.542137,0.071759,4.813168,3082.781887,0.51612,3078.888177,10.124851,9249.232288,5545.832606,0.781204,0.116453,36565.067508,0.760617,1.876699,-0.318636,0.586076,0.167288,0.097509,0.235394,0.058969,0.103917,0.046698,0.169241,0.025194,0.017277,0.013938,1850.418848,0.479058,1042.661409,61.09199,67.130342,0.427359,-0.012633,0.154452,boys
eIUvtChuEs0,0.93056,4.184689,2304.793396,3.936961,115.310948,0.065125,6.070604,2724.534386,0.435222,3409.27811,7.216878,10277.363568,5893.999598,0.776532,0.130163,23186.490412,0.579591,1.996371,0.272527,0.504336,0.222761,0.187253,0.058694,0.069524,-0.017265,0.075427,0.059801,0.03869,0.033107,0.014246,1104.187192,0.518883,860.870423,51.540487,61.609731,0.389146,-0.009049,0.160351,boys
erLps-ZnGlc,0.906988,3.836024,956.472702,4.057148,133.500686,0.080839,4.607756,2961.492362,0.487797,3393.086118,6.483659,9958.393836,6301.84681,0.779406,0.13232,30418.321607,0.555086,1.578932,0.353156,0.616421,0.069349,-0.002856,0.064671,-0.071316,0.080749,0.115061,0.19975,0.105167,0.016844,0.089211,1361.355571,0.514549,744.646865,52.938375,61.900558,0.453703,-0.029206,0.167935,boys
e0CG3x4Z_fk,0.926592,4.135419,2728.877094,4.376386,115.339797,0.072328,4.541259,3933.404394,0.541329,3677.174313,6.098533,11506.568555,7555.599023,0.786177,0.127432,20609.437518,0.875764,2.148154,0.093648,0.408784,-0.085485,0.17545,-0.024923,0.078413,-0.124021,0.121838,0.012274,0.208744,-0.099891,0.044021,2341.456954,0.491391,1014.010148,66.131276,69.251444,0.40152,-0.010911,0.161618,mixed
e2KvH1ZAX84,0.898525,3.580003,2275.567578,4.048835,106.744382,0.096533,2.314911,3658.177079,0.55468,3605.565357,4.273967,10980.809999,7693.255946,0.816731,0.123122,15458.305064,0.649912,1.332444,0.274643,0.255174,0.089764,0.147515,0.11889,0.111464,0.017615,0.001714,-0.005818,0.028368,0.054049,0.066408,1730.518135,0.57513,886.201201,62.208893,66.631121,0.391229,-0.013574,0.162988,mixed
e7urnfBBh3M,0.954938,4.081717,3296.627777,4.627196,143.851747,0.059672,5.675778,3113.014338,0.512115,3330.564013,6.762828,10021.098317,6407.780358,0.800328,0.120535,37287.83172,0.810702,1.92933,-0.029496,0.300851,-0.028124,0.106274,-0.13247,0.070966,-0.088862,-0.173678,-0.068551,-0.270566,-0.132957,-0.142859,1603.547619,0.478571,862.072788,64.104008,67.808431,0.560119,-0.013082,0.138694,mixed
e18J2Z18Na4,0.933476,3.206131,2077.26745,4.534014,126.924749,0.0646,5.621203,3811.884608,0.586463,3581.301091,5.87345,11277.275518,7442.923573,0.814857,0.14149,49175.467365,0.687353,1.29532,0.132181,0.57055,0.402123,0.056929,0.207716,0.045116,-0.031196,-0.012046,0.134057,0.013606,0.009469,0.088389,2108.078818,0.405583,966.419375,57.030639,65.173176,0.428462,-0.022364,0.157392,mixed
fCeIH4at49g,0.879318,2.371011,2330.467957,4.003206,121.695804,0.090167,3.910822,3144.754992,0.496091,3540.571035,7.056587,10828.804497,6650.920628,0.786569,0.127856,16328.198273,0.795612,2.073101,-0.272642,0.601886,-0.147631,0.127975,-0.073777,-0.044241,0.081409,-0.058267,0.015232,-0.022874,-0.119698,-0.152716,1530.131796,0.515651,877.14805,63.789262,69.275801,0.422916,-0.021995,0.163788,mixed
fM1ARuVwYT4,0.877872,4.338441,1903.343087,4.026012,116.825936,0.086582,2.668319,3584.973137,0.599267,3506.982586,6.331942,10880.007667,7188.710852,0.817842,0.135239,39811.919227,0.51952,1.253842,-0.142379,0.643192,0.064835,0.325569,0.1025,0.173429,0.094901,0.166235,0.299283,0.185021,0.109131,0.003415,1996.463178,0.581395,724.001168,56.642503,63.988692,0.536439,-0.002918,0.137673,boys
fV42vrfFvNs,0.831732,2.067124,2758.668496,4.027218,127.016843,0.107308,2.366573,3328.570519,0.512095,3720.911149,4.976179,11297.370045,7331.500685,0.79747,0.138408,24358.969715,0.482981,1.713479,0.529258,0.614873,0.1068,0.295179,-0.063437,0.097791,0.009222,-0.012296,0.060942,0.023337,0.016408,0.036147,1474.925558,0.612903,717.014598,55.079247,62.788781,0.57151,-0.028827,0.14649,mixed
fd-TEgqVsXY,0.933091,3.422719,3979.397849,4.266943,103.870461,0.063205,4.159019,3257.253668,0.532202,3398.768444,5.844691,10418.748872,6719.081427,0.811171,0.120779,38362.797338,0.619847,1.770587,0.300489,0.318353,-0.176879,0.080725,0.043156,-0.152419,0.105853,0.18031,0.032373,0.097683,0.038812,0.070374,1725.081481,0.50963,865.144621,57.92924,66.020345,0.493162,-0.013184,0.160665,boys
