stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_time_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_kurtosis_Mean,spectral_rolloff95_Mean,spectral_rolloff85_Mean,spectral_spectentropy_Mean,spectral_flatness_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
-Mqc2csT3ZM,0.876307,5.601453,1899.855966,4.18796,137.249522,0.09811,2.855244,4335.394428,0.587888,3956.106546,4.334926,12139.321199,8884.884218,0.799467,0.138393,13826.861416,0.763524,1.678965,-0.082111,0.584434,-0.011965,0.45015,0.079712,0.276403,0.022839,-0.001279,0.023485,-0.102238,-0.06449,-0.087654,2454.623016,0.522817,886.280864,62.476795,68.114295,0.45409,-0.01652,0.16861,mixed
-SEKfzdaIK0,0.940624,1.573963,1861.287911,3.96861,111.410424,0.071111,5.696709,2920.217542,0.557134,2801.004215,6.361059,8171.2382,6024.169922,0.793947,0.068644,43779.843502,0.483042,1.176464,0.281577,0.716397,0.000849,0.267452,0.169697,0.161385,0.047657,0.118939,0.11688,0.052622,-0.021921,0.008083,1667.65544,0.510363,813.293783,50.639463,62.597876,0.523762,0.010502,0.153793,boys
-a9Jmy2fs3I,0.92101,5.679826,2540.248455,4.092554,146.666397,0.074605,4.604354,2543.26252,0.405455,3158.043578,9.359405,9559.83758,5068.727999,0.743702,0.093857,30141.782705,0.617544,2.321678,0.065723,0.610107,-0.006155,0.245256,0.07376,0.228629,0.19306,0.014913,0.093321,0.034755,-0.017676,0.043031,1205.315871,0.454545,762.431296,57.237469,65.137403,0.600659,0.023122,0.144059,mixed
-o98tc5dDUI,0.923111,4.052299,2121.014102,4.998523,142.773498,0.083835,4.514347,3322.055816,0.503348,3574.950956,6.726904,10955.830471,6807.413939,0.789578,0.135052,22715.270788,0.816809,2.006989,0.106839,0.509113,-0.006773,0.178719,0.224501,0.064748,-0.037143,-0.04156,0.010384,0.022867,0.120668,-0.039872,1664.920635,0.452381,934.747578,61.080828,65.931542,0.446349,-0.019707,0.164019,mixed
-vSutSWNgLU,0.962739,4.134404,2436.201007,4.334284,128.207431,0.070909,5.606792,3199.00338,0.519526,3313.665581,6.664359,10046.952536,6498.789234,0.797146,0.123563,33584.114693,0.81523,1.729152,-0.090208,0.470457,0.178855,-0.049707,0.188484,0.014617,-0.019646,0.033984,0.164694,0.103955,0.085791,0.069937,1651.494253,0.433498,980.41484,61.209257,66.428383,0.415472,-0.009861,0.163185,mixed
AJKBKR6MPO0,0.919346,3.798931,1977.993749,4.093938,111.229475,0.071569,5.161719,3938.78868,0.518731,3920.094118,5.506787,11718.792419,8353.47662,0.783099,0.14995,22275.06151,0.753917,1.830102,0.415877,0.609978,0.184257,0.143669,0.187399,0.122312,0.194199,0.052413,0.073542,0.143814,0.115872,-0.071651,1878.499353,0.523933,870.276283,59.989186,64.485493,0.466915,-0.018851,0.155639,mixed
A_GQGfxzc6k,0.957127,5.154426,2711.487121,4.985979,139.526573,0.079103,2.97604,3524.513298,0.560049,3447.741704,10.769169,10636.653507,7067.067467,0.810265,0.119834,42415.716862,0.688025,1.755891,-0.228417,0.354213,-0.162424,0.176938,-0.045598,-0.012929,-0.050564,-0.038995,-0.020344,0.017945,0.041818,-0.00304,2004.700461,0.471582,917.850218,64.339438,69.197305,0.535896,-0.004146,0.155788,mixed
AoEBDS1OdQk,0.862067,3.821201,2208.685133,4.591299,111.891519,0.102821,2.363446,3163.35934,0.476098,3572.928286,6.22821,10706.643434,6693.382493,0.787678,0.135324,11849.585402,0.629784,2.065816,0.12988,0.443171,0.169379,0.101621,0.161197,0.08564,0.078604,-0.024209,0.027018,0.019133,0.035836,0.065768,1429.814126,0.555143,748.583871,60.242409,65.296073,0.456473,-0.015026,0.162047,boys
AsBTxUxT8-I,0.93748,3.745422,1724.250883,4.082006,111.947177,0.077452,4.341539,3144.031886,0.524337,3287.737663,7.522603,10023.635777,6225.344602,0.798132,0.128688,34262.370549,0.712975,1.574341,0.190507,0.399912,0.047564,0.013138,0.00895,0.179709,0.004119,0.11862,0.065956,0.079644,0.061247,0.048174,1592.023047,0.49936,951.294322,58.868878,65.675875,0.456064,-0.012354,0.138773,boys
BohuEtYqfOA,0.983369,3.865824,1051.745146,4.074101,134.599158,0.072092,4.181663,2845.589979,0.569631,2972.612662,7.689913,9147.415721,5528.335914,0.82238,0.106657,63500.820804,0.474606,1.60487,-0.511677,0.418857,-0.183398,-0.047519,-0.188225,0.060435,0.047157,0.148315,-0.037092,-0.040136,-0.025029,0.101313,1727.996633,0.490741,805.938895,56.47304,68.93617,0.559563,-0.007821,0.141501,boys
Bqw_nmsQQy4,0.883182,4.410895,2854.330888,4.366361,127.379382,0.080417,4.370448,3211.318803,0.502469,3446.304323,7.74207,10457.037456,6515.947266,0.789153,0.131094,20186.079212,0.692466,1.760844,0.250269,0.491398,0.188948,0.079369,0.067471,0.130752,0.011303,0.211347,0.039381,0.07631,0.034277,0.089054,1588.709677,0.53598,954.804647,61.113479,65.483416,0.475444,-0.000696,0.161712,boys
B3O1NwkOOe4,0.919882,3.962021,2581.690028,4.114034,115.046919,0.072048,5.440026,3844.897184,0.543264,3697.087367,5.600916,11200.673236,7723.76783,0.798201,0.140396,33227.073014,0.703972,1.736533,0.474776,0.422605,0.222391,-0.079243,0.167268,0.05053,-0.112326,0.059454,0.086277,0.004749,0.050897,0.037196,2142.26601,0.456486,964.01077,61.541557,66.292128,0.442706,-9.5e-05,0.168425,mixed
CN9qybFVIr8,0.960039,4.353579,1821.545638,3.993283,154.501079,0.067397,2.073064,4001.1745,0.597903,3973.477333,4.037601,12059.317198,8605.578662,0.825104,0.135489,31489.507595,0.593249,1.544842,0.35554,0.793636,0.212814,0.031735,0.121451,0.064859,0.004922,0.011759,0.033917,-0.024719,0.188499,0.058592,2142.697795,0.483787,840.788807,54.785052,64.000479,0.523637,-0.034554,0.157676,mixed
CcVTEKOG13o,0.920255,3.992361,1530.145135,4.136759,133.021456,0.088729,3.02139,3764.999981,0.599951,3519.243828,5.575361,10903.815019,7350.827508,0.817187,0.135089,43915.299142,0.655478,1.411981,0.26942,0.326125,0.142718,0.080103,0.034879,0.103171,-0.01015,0.046881,0.065142,0.052993,0.052432,0.031072,2190.339967,0.529851,924.565756,63.765645,67.162903,0.441707,-0.021472,0.167749,mixed
CfmWvEX_r7Y,0.940989,3.919435,2152.932202,3.941489,117.059579,0.084865,4.241393,3290.318975,0.54665,3266.487888,4.779592,9782.835498,7010.821429,0.797555,0.08736,25291.89729,0.792039,1.709685,0.226418,0.437204,0.054998,0.113167,-0.086118,-0.106997,-0.065126,-0.075281,-0.064463,-0.039719,-0.019566,-0.054708,1920.86743,0.464812,890.34933,62.261714,68.044021,0.521521,0.012087,0.158594,mixed
DOO0-chRLHY,0.889584,2.216954,2746.730827,4.086537,116.861969,0.079222,3.496839,4582.86954,0.634294,4028.259473,4.12534,12610.636789,9124.364391,0.838564,0.165944,48221.681749,0.517697,1.258392,0.384607,0.675,0.099184,0.126127,0.185603,-0.05575,0.138586,0.030273,0.079805,-0.02629,0.018179,0.01927,2572.382134,0.496278,957.797197,55.803262,64.029134,0.379654,-0.006849,0.161926,boys
DWi19R_1ugo,0.96615,4.25007,2200.422021,4.52889,127.01059,0.065442,3.818803,3290.806962,0.586149,3240.453762,6.977626,9944.086591,6373.027303,0.793663,0.119341,48761.883636,0.702021,0.978348,-0.319653,0.531449,0.001456,0.580545,-0.047017,0.17709,-0.04956,-0.043955,-0.101678,-0.036736,0.135033,0.068004,1796.568144,0.446634,859.421391,62.638853,68.438239,0.447755,-0.006718,0.159574,mixed
DX5qdgEvdlc,0.906714,1.662702,2757.283199,4.038552,121.349506,0.085625,2.996898,3751.661219,0.595812,3733.002533,4.906278,11668.376818,7752.89055,0.830119,0.144589,23136.771056,0.716209,1.353063,-0.094819,0.360919,0.075177,0.104217,-0.009054,0.130917,0.102198,0.087519,0.159182,-0.018766,0.029301,-0.020054,1995.260546,0.485112,985.807654,63.323573,67.568587,0.42527,-0.015173,0.163119,boys
DqU8fARtNFA,0.932969,3.926847,2135.768284,4.127788,115.402394,0.074487,6.124365,2773.740186,0.455484,3064.257195,9.74883,9230.902671,5442.636311,0.763909,0.099368,30459.531757,0.670759,2.039824,0.068206,0.556141,0.28638,0.250159,0.102121,0.14605,0.102137,0.135258,-0.056333,-0.006984,0.080971,0.012,1379.198036,0.450082,865.375839,51.683612,61.465427,0.367713,-0.01523,0.141553,mixed
Drg9AMJCWRk,0.930955,1.403048,2341.41727,3.890198,133.858964,0.063913,4.450286,2881.060087,0.426319,3470.190198,6.935183,10270.871467,6338.030147,0.776826,0.13631,17301.30628,0.584683,2.075474,0.338222,0.083979,0.110314,0.209545,0.109631,0.074543,-0.059529,0.055373,0.081314,-0.027134,-0.061052,-0.010074,1045.376532,0.45359,786.864343,56.222065,64.20089,0.447666,-0.015754,0.171459,mixed
Dvcp5sr5AcA,0.956118,3.991518,1067.074909,4.161522,129.525438,0.058942,3.155439,2536.184238,0.414531,3242.861336,10.231455,9362.186417,5677.054639,0.750212,0.101206,34928.077086,0.44398,2.031213,0.064047,0.785892,-0.01248,0.0232,0.045636,-0.013292,0.122459,0.092965,0.058095,0.044555,0.022929,0.062147,1076.702955,0.49689,690.733254,51.63781,61.877143,0.562233,-0.027733,0.156981,boys
D9QZLIMKEno,0.924802,0.908429,1684.511985,4.019695,113.904021,0.072333,4.382122,3465.851208,0.553349,3322.282413,6.339967,10252.720827,6821.251101,0.782189,0.113213,23124.41189,0.836482,1.331662,0.226012,0.298885,0.236207,0.228647,-0.054675,0.14378,0.026138,-0.054906,-0.086298,-0.026721,-0.013462,-0.0042,2031.94113,0.44471,925.678268,62.267646,66.524689,0.378052,-0.01761,0.157858,mixed
D9qcmuxI4EI,0.952807,3.529413,2285.228081,4.039801,108.848422,0.075,5.686066,3125.938884,0.602192,2731.687547,5.736511,8427.870687,6121.75293,0.809792,0.063216,69248.107314,0.670237,1.409496,-0.05209,0.512896,-0.170271,0.26487,-0.052881,-0.038323,0.079351,-0.111052,0.093058,-0.038059,0.077419,0.020926,2067.772021,0.446891,968.062479,60.083333,67.385055,0.477643,-0.012803,0.154926,boys
EJv6cvvJshU,0.896142,3.334158,2766.61837,4.167075,122.218322,0.084091,2.929222,2923.325543,0.516591,3185.689501,7.39584,9872.053873,5878.907109,0.79281,0.099957,17886.580654,0.73031,1.866164,-0.47948,0.340681,-0.083123,-0.034351,0.035412,-0.039504,0.034303,0.053942,0.11884,-0.056955,-0.094144,-0.060089,1666.289517,0.577371,947.278942,66.551223,69.660703,0.446761,-0.005408,0.159757,mixed
EPIML-8H-xY,0.914379,3.717766,1961.475068,4.065749,128.472362,0.092955,4.142433,3290.961305,0.485999,3589.781962,7.206034,11019.886574,6651.558152,0.779899,0.140881,25725.516349,0.761642,1.852571,0.326574,0.63393,0.20524,0.064944,0.244803,0.028233,0.061348,0.053442,0.141095,0.085254,0.151921,0.036444,1440.452781,0.474774,893.194225,57.682286,63.8009,0.380091,-0.023126,0.154674,boys
ET8_Ee5cQk4,0.952968,4.951442,2197.087901,4.440555,126.306127,0.072793,4.134456,3711.738236,0.590351,3643.095337,4.550581,11245.366673,7633.938899,0.826401,0.143043,40241.26516,0.777312,1.254129,-0.159487,0.075574,0.140186,-0.008877,0.125731,-0.095264,-0.044375,-0.047348,0.07682,0.068307,0.030833,0.177991,1837.928844,0.433291,929.298032,65.017111,69.512103,0.428357,-0.032531,0.158604,boys
EXL8_DhTqNE,0.855954,1.207252,4793.048594,3.988737,140.370391,0.070357,5.546236,2918.450204,0.499995,2998.269305,10.115014,8881.375266,5538.937362,0.768609,0.096803,29765.355886,0.690678,1.45293,-0.03882,0.177024,0.058061,0.175466,0.065824,0.215874,-0.067557,0.0139,0.028216,-0.057005,-0.037409,-0.045565,1396.278027,0.452915,945.770066,64.584008,67.898252,0.338298,-0.010917,0.146952,mixed
EXVVcmoPCbA,0.896087,2.267096,3353.795407,4.05073,126.30268,0.070513,3.657123,3987.396393,0.513072,4139.15258,4.494886,12635.970467,8577.333551,0.776264,0.159735,31008.264249,0.666135,1.177782,0.476093,0.424163,0.19882,0.357115,0.16623,0.032004,0.008186,0.096182,0.125737,0.004583,0.047173,-0.057733,1587.193798,0.47907,840.008088,55.497139,62.798572,0.41209,-0.016509,0.180639,mixed
EjxILHpT7I8,0.903571,3.524305,1531.23887,4.467989,129.810594,0.092047,3.664178,2333.54203,0.439479,2483.878285,12.296472,7102.788204,4698.926664,0.752448,0.058413,16203.50525,0.778575,2.065322,0.124612,0.455141,-0.247029,0.173582,0.177169,-0.069579,0.036484,0.055384,0.037442,0.031183,0.136874,0.068652,1318.2247,0.534305,936.070021,61.338275,66.530362,0.388877,-0.017236,0.162487,boys
EsoVjRdPCoU,0.818823,3.159955,2404.574556,4.554216,135.386632,0.086682,3.784141,2723.282833,0.430381,3159.137797,9.280498,9365.438351,5492.529691,0.748094,0.108976,13781.292687,0.602782,2.151889,0.652611,0.693118,0.149541,0.352376,0.094788,0.161857,0.030542,0.014508,-0.013263,-0.083868,-0.118438,-0.091016,1227.767584,0.603211,777.13551,58.902828,65.004291,0.495839,-0.016448,0.142577,mixed
Ex5ZhANd7z0,0.943979,2.838271,2707.850397,4.574138,165.458496,0.069655,4.350418,2512.704631,0.411862,3298.883938,9.340879,9511.59427,5629.445126,0.752314,0.121744,40080.05552,0.453854,1.78225,0.50932,0.987318,0.331089,0.377449,0.256039,0.25453,0.141386,0.184974,0.170075,0.033921,0.03542,-0.077556,822.427366,0.40956,527.918308,48.405615,57.297652,0.605098,0.014636,0.121238,mixed
Ey3HojynMqM,0.843105,2.331621,2949.508434,4.08178,126.889084,0.080393,3.12423,4214.422205,0.614153,3639.062466,6.952177,11415.171677,7951.06606,0.822417,0.146873,57271.914712,0.5081,1.36356,0.253174,0.480235,0.306304,0.110576,0.180156,0.021801,0.01654,0.017855,0.045777,-0.041551,-0.002159,0.049456,2626.355828,0.539877,932.101382,63.335151,67.120941,0.422815,-0.006462,0.170299,mixed
FLJARDSdGLM,0.92114,3.419598,2281.546525,4.124869,110.522008,0.074706,5.255025,3817.575671,0.539063,3686.398866,5.637094,11186.208427,7663.088705,0.795376,0.138603,33028.664603,0.704079,1.744445,0.497631,0.421681,0.238765,-0.052299,0.171693,0.070722,-0.09958,0.062614,0.074427,-0.005,0.034712,0.033756,2118.533686,0.445178,958.497944,61.161392,66.124157,0.446058,0.000453,0.165987,mixed
FhyVUb25Ilc,0.962927,3.334673,1692.384594,4.103451,133.181155,0.063565,4.130463,3423.347013,0.582189,3489.337101,5.741812,10636.354395,7138.874121,0.828592,0.130022,46946.017153,0.523616,1.37875,-0.324473,0.333473,-0.016807,0.061502,0.043022,0.051982,0.007881,0.154615,0.052064,0.120447,0.111235,0.085853,1906.821192,0.496689,857.923593,55.214435,65.81803,0.456546,-0.016292,0.149163,boys
FqGfNOYo0co,0.897818,3.488068,2324.576775,4.264523,119.693304,0.091765,3.892556,2019.948897,0.314758,2715.592644,17.175139,7454.627131,3694.873935,0.685706,0.083718,16909.222978,0.804294,2.972812,0.608796,0.916559,0.176856,0.294626,0.090705,0.238404,0.216093,0.12111,0.057469,-0.060897,-0.081361,0.086515,913.212903,0.527742,701.134221,55.876782,62.372273,0.46642,-0.010886,0.152724,mixed
FsItakNM2wI,0.869191,4.244451,2882.698068,4.702722,117.085043,0.094022,4.408352,3549.58243,0.558326,3399.933042,6.095459,10521.50834,6876.437572,0.807221,0.133376,30322.469527,0.609212,1.640317,0.265831,0.446244,-0.042129,0.075805,0.124694,-0.065939,-0.016767,0.058296,0.094383,-0.015971,0.161437,0.016061,1965.140496,0.573554,988.670685,63.4826,67.740486,0.430572,-0.022868,0.16788,mixed
GGlOzSB1R-w,0.931687,3.507354,1682.565299,4.013025,126.785641,0.080816,3.949263,3169.276989,0.473014,3665.674738,6.306675,10905.467642,7013.673815,0.790702,0.140544,14695.277446,0.691169,1.778131,0.369173,0.292758,0.258786,0.19244,-0.128593,0.179321,-0.018374,0.099842,0.081458,0.095007,0.013186,0.091536,1333.646477,0.538937,943.373363,61.693294,64.56619,0.410946,-0.006737,0.166463,boys
GUJ8PfvfQOU,0.85823,4.019364,2034.094046,4.103531,115.270711,0.116712,3.450394,3184.050642,0.52809,3340.557427,6.705971,10194.124804,6437.59322,0.802955,0.131482,18967.309292,0.621284,1.561144,0.048363,0.308304,0.303535,0.12323,0.048032,0.140098,-0.071605,0.059454,0.014229,0.165999,0.049323,0.059828,1594.027094,0.583744,914.272063,56.81782,64.79702,0.39977,-0.021574,0.161161,mixed
HO-GyyhtDnA,0.822419,2.646694,2046.924691,4.084149,127.308377,0.121176,2.428013,3044.926555,0.506749,3364.525246,6.572906,10224.027924,6368.58102,0.795993,0.123021,11644.399031,0.661156,1.70614,0.118956,0.431308,0.092736,0.132664,0.161079,-0.08532,0.036348,0.060433,0.004507,0.016034,0.003668,0.069646,1396.106965,0.585821,842.026742,62.748175,67.030459,0.39571,-0.014143,0.160968,boys
HWp1y2cHrgo,0.904843,3.789855,1940.607317,3.986074,119.796725,0.101642,3.442266,3560.563331,0.557817,3617.6098,5.738662,11317.820231,7306.577555,0.808226,0.141259,27142.471165,0.711913,1.53312,0.215069,0.431403,0.093869,0.089748,0.062145,0.001491,0.004713,-0.056826,0.006844,-0.105524,-0.025031,0.017499,1921.645078,0.582902,875.467256,62.506977,67.097698,0.467474,-0.005622,0.166095,mixed
HjFgeL3bdeQ,0.928263,4.204048,1710.452314,4.20499,119.615743,0.081667,3.464233,3360.392796,0.557744,3469.287486,6.547018,10707.761481,6697.179175,0.791046,0.126912,33769.706795,0.64217,1.495451,0.205452,0.679262,0.000677,0.192394,0.171187,0.058211,0.159009,-0.022715,0.079119,0.032887,0.035525,0.110054,1697.0954,0.507666,942.80316,57.291877,65.197312,0.422611,-0.016458,0.167141,boys
HkESWe-VmCw,0.852071,3.931218,1983.13907,4.201479,132.020211,0.103896,3.329524,3280.739904,0.558744,3085.969454,6.34932,9548.386838,6383.743612,0.794224,0.103556,16667.186818,0.704231,1.444258,-0.086798,0.358825,0.162752,-0.0116,0.112678,0.255937,0.040326,0.056855,0.143401,-0.039506,-0.089468,-0.054015,1902.432083,0.59379,894.550792,63.951546,67.703886,0.444661,-0.007114,0.165036,boys
HmN4c8UShsk,0.946478,4.04803,2799.790311,4.351594,126.070494,0.087775,5.20427,3093.991562,0.487985,3199.22578,8.322763,9637.87221,6109.605434,0.781877,0.10858,63098.048466,0.677846,1.998524,0.219058,0.254864,-0.059947,-0.06236,0.176257,-0.159048,0.075559,-0.021329,0.004475,-0.051373,-0.045619,-0.048929,1657.119476,0.461538,831.782607,58.983106,66.803484,0.477064,-0.039315,0.156213,boys
IBDL15WTewc,0.897221,3.513422,2216.529668,4.089667,118.021504,0.079406,3.53103,3188.369617,0.539262,3236.529049,6.786887,9918.290202,6338.879395,0.803819,0.126434,30732.081793,0.762605,1.693655,-0.177624,0.274524,0.222067,0.073904,0.144422,-0.042409,-0.044018,0.030713,0.192124,0.037399,0.012126,0.066816,1761.875809,0.510996,1001.030156,63.402275,68.107741,0.417072,-0.000173,0.156572,mixed
IUMGZBXMi0M,0.887747,1.589275,1972.479883,4.079561,111.482337,0.073467,5.209382,2827.603416,0.466383,3048.992834,9.752789,9177.454175,5349.784666,0.766688,0.107169,25416.6138,0.585313,2.1652,0.205835,0.446291,-0.055589,0.070065,0.179969,0.005255,0.07533,0.010243,0.065482,0.040313,0.059799,0.068511,1599.026063,0.522634,803.753833,53.993457,63.634123,0.428232,-0.010118,0.158641,boys
Ig3eyG9baPw,0.907536,3.158467,2895.510633,4.121371,120.079583,0.079648,4.52352,3428.271163,0.535238,3420.865178,7.986128,10347.176494,6829.883259,0.78991,0.128251,33289.662222,0.769287,1.719858,0.237877,0.172147,0.07986,0.015592,0.201718,0.115932,-0.060682,0.185052,-0.0639,-0.06207,0.012564,-0.043135,1947.333333,0.508108,966.811527,62.346924,66.896729,0.467547,-0.011021,0.155885,mixed
Ik1vebgUXxA,0.924256,4.415106,2355.886623,4.046498,112.006017,0.075279,3.968812,3124.897139,0.482879,3373.722443,8.243325,10309.924358,6161.519591,0.784984,0.119951,30361.245834,0.689051,2.1413,0.008762,0.421764,0.109288,0.100044,0.180156,0.089556,-0.022183,-0.034819,0.050567,-0.097195,0.079884,-0.127828,1634.61285,0.453048,870.080024,55.212895,63.909142,0.360432,-0.010262,0.151761,mixed
InjI6hTzBNQ,0.893753,3.824152,1966.048193,4.07514,135.413341,0.082872,3.8314,3803.192386,0.566054,3728.434082,5.015453,11684.483603,7659.939642,0.810933,0.151224,31530.908363,0.810272,1.570598,0.289099,0.453986,0.060049,0.031823,0.04237,-0.055705,-0.026692,0.104202,-0.035329,0.046329,0.009152,-0.011336,1912.639069,0.437257,942.744695,63.955921,67.410916,0.409178,-0.017478,0.159022,mixed
JBT_A2TyPCQ,0.923325,4.158954,2075.788609,4.191511,123.544269,0.076642,4.051535,4855.944605,0.67833,4265.582497,4.593425,13064.839031,9895.807375,0.844392,0.170288,43042.110357,0.693251,1.072808,-0.266831,0.666931,0.227758,0.345486,0.240172,0.152196,0.08946,0.111626,0.166709,-0.17054,-0.078818,0.084293,2842.340426,0.485957,914.341883,63.496628,68.540916,0.532518,-0.014144,0.172871,mixed
JGR4ryWa8u0,0.91531,1.346662,2045.479131,4.100832,121.120502,0.096081,3.870101,2833.600795,0.512531,3014.635791,9.277535,9172.527534,5366.611006,0.783921,0.110403,27229.065893,0.634518,1.768784,-0.200035,0.687797,0.04959,0.193609,0.273311,-0.093891,0.011385,0.074933,0.109509,0.073346,0.185745,0.08026,1527.295775,0.442254,914.058807,54.637584,65.084064,0.411915,-0.011526,0.158586,boys
JU2XXwkCav4,0.937506,5.529427,2013.113154,4.194984,164.80568,0.097369,6.456567,2095.200473,0.360435,2692.32624,17.900882,7244.295601,4601.804518,0.711771,0.081792,28624.155105,0.455659,2.406083,0.420487,0.895945,-0.082229,0.527909,0.114028,0.328014,0.11642,0.103503,0.082358,0.129617,-0.034744,0.069162,920.440468,0.58362,572.900275,54.156258,60.51205,0.673471,-0.022207,0.115042,boys
JXF8t1yznCk,0.909543,3.794583,2910.533083,4.088276,135.662743,0.071271,4.129967,3530.532757,0.508659,3847.942611,5.130177,11751.754653,7773.07014,0.801307,0.147078,32134.297312,0.662362,1.918469,0.03415,0.343413,0.229242,0.169246,0.159161,0.047975,0.027983,0.025208,0.129203,-0.002561,-0.000574,0.03618,1554.459016,0.545902,880.315343,56.009223,64.411606,0.424033,-0.023746,0.138767,mixed
Jq4T0dXB_60,0.892182,1.305737,2779.176678,4.082108,123.614672,0.089294,3.080443,2813.805,0.489245,3076.239408,8.362569,9133.411274,5575.512395,0.76661,0.111382,17659.857217,0.697824,1.642656,0.089542,0.355241,-0.081114,0.054092,0.037549,0.112175,-0.04468,-0.03818,-0.029743,0.075135,0.111345,0.114398,1216.880952,0.575,836.688239,60.842531,66.920604,0.424629,-0.026608,0.164505,mixed
Jw4UaI4irBA,0.900559,3.515803,2602.587378,4.326315,119.143118,0.12875,1.523236,3152.410447,0.519611,3360.482106,5.900735,10101.023261,6703.726913,0.815621,0.116751,34888.125869,0.439695,1.730434,0.285531,0.305348,0.063432,0.25437,0.06866,0.16285,0.052621,-0.034808,-0.012682,-0.072734,0.002689,0.127303,1701.963696,0.613861,709.614854,53.539318,64.354385,0.534512,-0.011739,0.140127,boys
KD1XHjYhvVU,0.867767,5.665774,4308.40857,4.162503,152.941482,0.065183,3.661574,2283.424722,0.35297,2943.29641,18.432329,8214.574816,4510.354594,0.71448,0.080662,27871.990696,0.647865,3.219269,0.205078,0.549167,-0.138025,-0.121004,0.305363,0.230775,-0.051187,-0.163309,-0.118857,-0.060191,-0.111957,0.062317,1369.852528,0.525983,700.99076,65.164494,65.745817,0.633296,0.035295,0.125697,mixed
KJSFkldABdY,0.899968,3.297422,1827.608846,4.094869,129.400077,0.080162,5.404707,3498.512246,0.518833,3406.77315,7.09512,10452.148438,6778.84318,0.781688,0.119427,28990.171555,0.84144,2.139593,0.195122,0.374973,0.204985,0.00993,0.193661,-0.059383,0.03348,-0.011668,-0.056693,0.092648,-0.040253,0.028233,2068.950777,0.481865,935.746776,62.112203,67.07075,0.430612,0.006151,0.152472,mixed
KUif1Bpvyfk,0.964232,2.406948,2360.272007,4.023532,137.851874,0.079529,4.378351,2300.437849,0.459523,2694.427081,14.937597,7485.367943,4341.382694,0.744745,0.094603,42545.652902,0.459924,1.588047,-0.152529,0.64874,-0.085267,0.295819,-0.053853,0.239033,0.044119,0.205941,0.108984,0.225559,0.121213,0.114685,1158.399366,0.578447,690.446204,51.082442,61.216071,0.480126,0.044449,0.142463,boys
KfDNYin9fDA,0.876433,1.614425,2853.481969,4.047835,120.453552,0.100639,2.194117,4326.497862,0.654972,3678.19261,4.864241,11587.637752,8348.588492,0.835238,0.145951,48577.478121,0.66161,1.106998,0.235809,0.508234,0.152477,0.191097,0.204351,-0.027088,-0.018054,0.108125,-0.054897,0.006528,0.112939,-0.072692,2613.759305,0.53598,955.148427,62.994544,67.628069,0.451608,0.000954,0.169433,boys
Kgdwd6Pqip4,0.881259,2.828672,1677.005899,4.290796,123.236395,0.067698,4.877946,3301.140891,0.49025,3752.781831,5.617115,11260.521329,7298.312121,0.797809,0.12323,24344.543701,0.460044,2.015918,0.015276,0.226887,0.118903,0.137418,0.065923,0.089453,0.010803,-0.018254,-0.010819,0.150804,0.109244,0.07933,1509.233425,0.473757,648.823159,53.32502,63.771864,0.528404,-0.033667,0.129758,mixed
KyAoy9PiJEk,0.843633,2.10142,1300.655151,4.159643,103.004152,0.114471,2.37139,3527.257515,0.543153,3640.239991,6.013871,11178.982892,7197.501086,0.79313,0.141118,11731.316614,0.683874,1.554765,-0.023789,0.275867,-0.110941,0.146699,-0.079485,0.060742,-0.001738,0.001905,-0.1405,-0.141819,-0.196196,0.025011,1759.101796,0.542344,888.607187,64.405314,68.751913,0.433948,-0.015427,0.162727,mixed
Kz2v4QYRsBw,0.924731,3.954698,1934.740871,4.0125,114.33348,0.072182,5.324597,3388.690426,0.571436,3155.257465,6.736301,9799.738165,6447.063593,0.800921,0.110908,59207.492903,0.867917,1.867872,-0.150231,0.547162,-0.19325,0.06158,-0.218394,0.026944,-0.021284,-0.078921,-0.12416,-0.095223,-0.195446,-0.110767,2077.907574,0.478819,964.926412,66.082907,71.101652,0.48634,0.006981,0.15891,mixed
K1T7llOr_VQ,0.844342,6.001863,1996.931716,4.019345,129.863143,0.09432,4.365986,3145.89115,0.468187,3572.389122,6.790406,10798.440764,6709.651094,0.766392,0.119977,24778.517131,0.673189,1.964886,0.457782,0.565421,0.161075,0.278612,-0.005231,0.203709,0.112876,0.167143,0.080902,-0.18616,-0.173343,-0.014555,1454.273292,0.552795,765.475404,58.210554,64.332568,0.527934,0.029755,0.146457,mixed
