stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_time_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_skewness_Mean,spectral_kurtosis_Mean,spectral_rolloff95_Mean,spectral_rolloff85_Mean,spectral_spectentropy_Mean,spectral_flatness_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_peak_PeakMagMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
M-ErishbROk,0.96925,4.110707,1444.615483,4.125825,103.758144,0.065467,4.032221,2803.042127,0.4987,3139.972735,1.895326,7.746681,9529.512491,5596.667307,0.78122,0.109925,29285.528238,0.676278,1.754565,0.148711,0.827499,0.049315,0.045663,0.220588,0.00564,0.068931,0.133175,0.025982,0.038617,0.060488,0.071579,1303.115727,0.437191,914.690338,56.320508,1.0,64.517653,0.437794,-0.022677,0.159541,mixed
MUq2VCSi-bs,0.941854,4.290543,1316.797228,4.308601,112.442362,0.079793,4.216055,4104.012777,0.558157,4089.049837,1.139064,3.956938,12400.262041,8848.982527,0.830065,0.151453,25318.227894,0.74711,1.898514,0.224956,0.144255,0.210363,0.127044,0.043332,-0.01595,0.129199,0.011704,0.021343,-0.027477,0.023024,-0.044012,2143.649001,0.516073,931.300802,60.709457,1.0,66.196186,0.480203,-0.013912,0.149558,mixed
MWu6UulTTA4,0.913689,3.833266,2092.965098,4.114158,118.368385,0.080463,4.263592,3074.318561,0.517882,3287.298449,1.793799,6.988021,10189.821365,6146.763623,0.792813,0.121735,31353.645418,0.745975,1.931458,-0.048496,0.528343,0.176823,0.273194,-0.045719,-0.08108,0.015624,0.034949,0.127831,-0.053596,0.031713,-0.01379,1656.360104,0.485751,947.748165,62.327827,1.0,67.464394,0.433508,-0.002079,0.153833,no actors
MbDAn99yLwA,0.793364,3.945914,2168.157414,4.432233,141.332315,0.13402,1.745864,2908.540881,0.477044,3121.104236,2.217506,9.920715,9421.378695,5483.174187,0.758461,0.113114,6768.589586,0.531929,2.185614,-0.099494,0.331806,-0.182015,0.077125,-0.282316,-0.108498,-0.104227,-0.115873,-0.162007,-0.1599,-0.226634,-0.099442,1497.772622,0.595128,869.670256,69.599266,1.0,71.756762,0.504424,-0.012172,0.164086,mixed
Mjrbh-vceUE,0.884838,1.552039,2381.530505,4.058958,124.739987,0.088866,5.128952,3202.256384,0.487612,3355.220686,1.770106,7.053875,10368.689236,6398.431803,0.770383,0.123929,24586.863486,0.882233,2.01887,0.208669,0.36789,0.290375,0.036953,0.224882,0.003864,0.237922,0.066743,-0.048975,0.034148,0.044461,-0.054439,1651.214286,0.445238,860.943063,60.171606,1.0,66.164196,0.429596,-0.027878,0.151111,girls
Mmr-i3_1sFc,0.909415,4.505268,1397.303878,4.798386,124.417356,0.114802,2.302962,3588.60417,0.574677,3567.513713,1.533028,5.646704,11262.636934,7151.440809,0.820464,0.13712,40831.418993,0.64397,1.48863,-0.168362,0.27083,-0.031961,0.33743,-0.025224,0.128793,0.033401,0.064992,-0.10712,-0.048651,0.002853,0.087074,2080.206718,0.588286,811.299642,56.679188,1.0,67.30189,0.589498,-0.001401,0.141124,no actors
MzsYGbir9i4,0.862283,4.078788,2394.959883,4.021181,126.250775,0.087377,3.180408,2991.659865,0.538005,3063.350333,1.94008,8.430084,9288.939233,5679.548415,0.784338,0.109023,41793.103846,0.726702,1.585081,0.198971,0.574162,-0.165762,-0.16975,-0.061483,-0.091056,-0.116583,0.046199,0.013547,0.051195,0.022716,0.040024,1532.698675,0.440397,894.686277,67.493248,1.0,69.387004,0.405081,-0.013257,0.159673,mixed
M7FLctp7tMk,0.916771,2.901504,2875.629502,3.983394,114.798174,0.076456,5.223454,3055.978186,0.534719,3178.394938,1.999406,8.880283,9641.356892,5841.591332,0.787976,0.116155,40383.019892,0.679546,1.862249,-0.188548,0.698241,-0.043933,-0.044591,0.234858,-0.239919,0.05716,0.162011,0.031367,0.028197,0.073264,0.039942,1654.87055,0.464401,942.099444,61.087524,1.0,67.555278,0.470429,-0.021159,0.164556,girls
N-nPqprf5Yo,0.944539,5.933525,3757.857871,4.20643,116.303045,0.059343,5.825742,2885.148455,0.451199,3577.680835,1.69158,5.918972,10585.631026,6742.25383,0.765912,0.119735,19483.155431,0.767121,2.105304,-0.355048,0.389874,0.238164,0.174162,0.232963,0.189846,0.317961,0.106076,0.014706,0.037669,0.088006,0.039503,1006.229773,0.487055,588.14312,51.064994,1.0,61.949583,0.564037,0.002963,0.144221,no actors
NGgyM6U8HQQ,0.902885,4.266582,3396.300719,4.218198,117.563722,0.087397,2.57292,3695.675939,0.503879,3907.854921,1.517827,6.677102,11578.665211,7847.135703,0.765299,0.141179,22708.681074,0.754955,1.626675,0.56436,0.56359,0.258704,0.373858,0.048613,0.017636,-0.02248,-0.058442,-0.096807,-0.012664,0.020714,0.034124,1551.792829,0.547145,844.520339,59.987844,1.0,64.316164,0.452633,-0.010475,0.154741,no actors
NHcDF9wyXpM,0.913008,3.98248,1659.845387,4.200611,120.42194,0.083509,4.058412,2697.870143,0.513483,2787.626743,2.101299,9.666788,8399.897974,5077.313965,0.772908,0.094504,20114.718769,0.766619,1.830403,-0.290113,0.446271,0.167223,0.03014,-0.083633,0.133473,-0.000175,0.039354,0.106253,0.019574,-0.006766,0.125278,1491.905232,0.508391,971.281178,64.198366,1.0,68.199014,0.434398,-0.020115,0.165881,mixed
NLBZzszOhx0,0.915398,3.251021,1054.086783,3.957483,117.493911,0.097642,2.232559,2018.771553,0.401764,2461.677938,2.860849,15.833742,6791.567754,3824.511906,0.745543,0.075182,38134.561546,0.551351,2.427572,-0.3112,0.493956,0.077372,0.042949,0.053992,0.028217,-0.011655,0.069002,0.074535,0.031026,0.05321,0.050073,1153.592033,0.552198,665.546837,55.242244,1.0,64.080322,0.611519,0.001956,0.11327,mixed
NOpz_7iEGD4,0.855251,5.668887,1428.879331,4.609977,107.8207,0.183167,2.398386,2095.540557,0.322949,2805.604051,3.000179,16.76632,7850.847949,4297.381348,0.715218,0.083563,26719.404835,0.466014,2.732444,-0.077591,0.445811,0.13254,0.102633,0.144261,0.12845,-0.116435,0.116067,0.054054,0.095394,0.160282,0.03383,1092.747604,0.530351,455.091686,55.459074,1.0,62.481835,0.689904,0.04129,0.120543,boys
NW9w3nKtjO4,0.89293,3.995469,2281.796495,3.916968,104.726741,0.09121,3.289532,3225.08406,0.596837,2863.266153,1.433122,6.677284,8731.659214,5996.723806,0.787865,0.076632,34431.521551,0.670154,1.274242,0.090313,0.657948,-0.184832,0.243503,-0.003208,0.236796,-0.157246,0.03381,-0.115852,-0.004835,-0.025606,-0.119576,2243.001631,0.536705,830.316067,62.6357,1.0,69.04062,0.574902,-0.009876,0.144564,girls
NajVEu7_lQU,0.903924,3.214189,2021.398916,4.096545,120.621893,0.078136,3.059138,2395.145507,0.413808,2878.360869,2.386241,11.74565,8325.09963,4719.480191,0.753885,0.097391,36305.553574,0.45807,2.264033,0.0739,0.566682,0.077698,0.165118,0.042717,0.065863,0.0413,0.062443,0.071045,0.084245,0.020161,0.071299,1103.384095,0.468697,752.883268,52.107167,1.0,62.794573,0.459385,-0.01845,0.163585,no actors
Nej7R1969c0,0.919427,3.828978,1855.399843,4.220835,129.852133,0.071511,5.713966,3308.108791,0.516845,3496.776591,1.656683,6.392842,10738.085606,6886.045995,0.793131,0.128726,50979.690349,0.605118,1.934675,0.114742,0.556261,0.318589,0.13601,0.309816,0.031739,0.018294,0.019864,0.086262,0.003271,-0.028636,-0.007882,1722.230514,0.455224,889.579886,58.151376,1.0,65.341142,0.427342,-0.01634,0.164922,no actors
Njz2KfUZ36o,0.938539,2.894658,1268.17261,4.024907,100.057779,0.070141,2.269754,3938.320321,0.603123,3808.806454,1.161934,4.271332,11608.65588,8227.730839,0.839481,0.147456,27013.811535,0.559029,1.178424,-0.040873,0.084209,0.03554,0.187132,0.062031,0.116517,0.024659,0.062216,0.059438,0.024766,0.021417,0.031821,1986.177908,0.57087,727.93942,53.924143,1.0,65.673177,0.461761,-0.028095,0.141122,boys
Nvc5N3L3yjA,0.934899,2.651049,2919.287045,3.879474,146.113791,0.078387,4.830753,3597.665394,0.511351,3912.653438,1.419473,5.00034,11789.338387,7977.220778,0.784132,0.143302,15662.315602,0.739707,1.868121,0.005833,0.259953,-0.122123,0.081309,-0.033463,0.077943,0.182008,0.004506,0.01862,0.072851,-0.145517,-0.232842,1570.640394,0.535304,654.225988,61.838158,1.0,66.947677,0.580725,-0.011898,0.136167,girls
N7i6-eyd3aI,0.866102,3.477742,1321.357205,4.147626,119.888136,0.097117,2.73377,3229.868168,0.524376,3387.186511,1.719504,7.008464,10251.217627,6547.939991,0.794789,0.116479,20710.304112,0.600969,1.698407,0.078225,0.258169,0.2032,0.119055,0.010894,-0.017886,0.104791,0.092874,0.003921,0.031185,-0.016189,-0.003286,1703.532338,0.533167,861.891007,60.828045,1.0,66.751432,0.444356,-0.0222,0.155304,no actors
O-h2PeR39PI,0.908547,3.644797,1990.675513,4.876057,113.602518,0.078767,4.308575,2656.20769,0.55602,2703.223254,2.162292,10.264527,8140.677519,4875.553575,0.79547,0.080101,45803.484733,0.612673,1.601662,-0.592699,0.54418,0.01993,0.060198,0.167478,-0.047998,0.034032,0.097107,-0.023666,0.046947,0.010031,-0.021535,1685.917355,0.489256,958.158076,63.925804,1.0,68.714202,0.425327,-0.015028,0.156103,boys
OdDQthpq2Xo,0.910069,3.135691,2378.876049,4.790878,127.386706,0.084189,4.889355,3206.795126,0.537311,3203.575219,1.387641,5.648387,9664.63716,6664.908937,0.790703,0.093475,25628.636765,0.639991,1.438367,0.18373,0.507277,0.447868,0.064662,0.13543,0.192252,0.115043,0.073628,0.128301,0.018098,-0.075354,0.137257,1630.425532,0.484452,922.147201,58.984405,1.0,65.146516,0.427246,-0.012437,0.166896,girls
Oo1dMRp15_Q,0.910736,1.423908,5138.683255,3.953273,127.578379,0.080465,1.879712,4887.051293,0.698305,3926.429812,0.916746,3.775465,12441.592883,9233.641267,0.854947,0.157302,58677.662549,0.430705,0.822614,-0.367586,0.037503,-0.063349,0.251082,-0.094488,0.05503,-0.054475,0.051734,0.022571,0.065671,0.045519,0.019528,3289.903846,0.4375,888.276655,57.733465,1.0,68.696315,0.533858,-0.015142,0.151216,no actors
OrXJVDkRmis,0.922665,5.767597,2769.862696,4.587529,127.242332,0.072386,5.517817,3127.748071,0.573394,3186.0441,1.645798,6.749945,9703.803406,6229.447998,0.804214,0.117052,49782.805503,0.634946,1.163755,-0.069341,0.462068,0.077216,0.329706,0.163889,0.199233,0.111314,0.213291,0.05943,0.066591,0.024076,0.049768,1722.627646,0.504359,782.450181,52.974409,1.0,64.587778,0.44109,-0.001199,0.14224,mixed
Or8zUkmZGNc,0.87954,4.417411,2025.64616,4.156031,123.620282,0.093882,3.39179,3318.870816,0.548817,3158.112374,1.746234,7.615076,9651.53159,6202.705481,0.790242,0.11324,21152.684693,0.804141,1.806236,-0.230287,0.439267,-0.124998,0.258288,-0.097669,0.001536,-0.07561,-0.076298,-0.041872,-0.015684,-0.105441,0.060594,2047.96129,0.56129,1020.523092,70.500512,1.0,71.082725,0.460126,-0.00875,0.166402,mixed
OxNe4IUIVk4,0.956938,4.308796,3297.074065,4.793451,132.481402,0.07051,5.540005,4484.034782,0.616427,4095.369089,0.954628,3.872032,12197.075487,9216.602959,0.820208,0.156022,39846.847909,0.573499,1.192688,0.687106,0.74655,0.074326,0.247396,0.006688,0.042267,-0.039447,0.02323,-0.024665,0.07911,0.00195,0.034928,2262.199224,0.468305,771.482189,53.937213,1.0,64.825854,0.459647,0.002357,0.140287,girls
PN1BbPGS_RQ,0.933865,4.108099,2765.221761,4.067175,143.104848,0.075333,3.850742,3489.384959,0.541363,3484.536421,1.511746,5.780466,10703.422147,6989.71228,0.802109,0.127486,29606.686778,0.689138,1.725515,0.040423,0.252351,-0.306889,0.068037,-0.091508,0.130809,-0.070133,0.040767,-0.030295,-0.028342,-0.054969,-0.00746,1774.303136,0.470383,892.18217,65.969209,1.0,69.175486,0.505748,0.007646,0.155876,girls
PVsSoRwd0Qo,0.830697,4.424057,1299.0472,4.410139,116.232221,0.125239,3.643271,3727.364925,0.48505,3830.367045,1.635054,7.818388,11503.056335,7593.84613,0.77569,0.145971,33822.439739,0.442321,2.207628,0.493252,0.691078,0.185412,0.240649,0.222553,0.115606,0.063105,-0.039587,0.005427,0.021299,0.05341,0.049715,1848.428928,0.51808,676.463874,51.66732,1.0,60.428405,0.395108,-0.023301,0.152275,no actors
PjA-VYesTtw,0.917936,2.945898,2478.147391,4.159233,125.144685,0.063,5.338302,4246.927636,0.644005,3352.421199,1.168991,6.405724,10419.043925,7694.543478,0.809312,0.130605,66079.853681,0.843209,0.940487,0.393085,0.092657,0.364552,0.154704,0.170689,0.097005,0.000861,0.083154,0.260789,0.14613,-0.068734,0.047398,2698.144499,0.44335,958.023851,61.698328,1.0,66.533423,0.420545,-0.022264,0.158073,mixed
PlFJmhRZsc8,0.878836,3.838217,1432.308654,4.730836,110.016419,0.1057,2.532366,4457.529483,0.634491,3927.704926,0.839263,3.2945,11918.444824,8969.165039,0.833694,0.1545,26886.295417,0.644472,1.007554,0.458887,0.322151,0.346741,0.107338,0.144647,0.178898,0.102282,0.062644,0.061678,0.060316,-0.006378,-0.047572,2208.12553,0.601357,876.299784,58.912333,1.0,66.023138,0.444144,0.001041,0.172896,boys
PowcVq11vCg,0.886967,4.57539,2058.7331,4.172959,118.724249,0.089368,4.241589,2706.791185,0.470968,2897.343809,2.442463,14.452603,8432.748172,5152.568592,0.762485,0.105496,28046.401188,0.563377,2.126939,0.004326,0.797967,0.122175,0.074061,0.229972,-0.117369,-0.002513,0.051556,-0.025927,-0.001163,0.039192,0.044642,1415.432099,0.493827,870.241551,58.636855,1.0,65.544132,0.410954,-0.0186,0.156128,mixed
P1TUfuacr-s,0.869246,2.242677,1809.106868,4.092858,111.924382,0.094024,3.099615,3355.791633,0.540029,3358.993334,1.688588,6.945309,10198.180213,6436.073902,0.799966,0.128726,29125.631688,0.750985,1.466571,-0.082998,0.274864,-0.202655,0.27933,-0.05274,0.101691,-0.12862,-0.046813,-0.071539,-0.015912,-0.083486,0.043624,1740.671642,0.559701,949.956467,66.217529,1.0,69.524373,0.37365,-0.012496,0.160875,mixed
P2IVTQfNTmo,0.887139,4.220167,1673.899053,4.350593,127.031067,0.105246,2.688052,2859.483444,0.4569,3338.176361,1.979807,8.636904,9811.983843,6014.839637,0.770667,0.119651,18755.651488,0.512657,1.772509,0.070835,0.462218,0.153533,0.243291,0.027478,0.098295,0.070821,0.085297,0.11252,0.03041,0.040138,0.055523,1210.224719,0.517657,748.84897,53.196487,1.0,63.234875,0.393108,-0.002519,0.159044,boys
QPABdbp7RFw,0.89627,3.915286,1629.905674,4.151679,117.79574,0.074658,4.047099,3573.45077,0.476012,3889.640339,1.492818,5.838842,11588.548556,7650.939264,0.766657,0.135002,17271.241758,0.745952,2.08218,0.326708,0.420947,0.052802,0.251328,0.080098,0.101743,0.036253,-0.008294,0.10466,0.059762,0.017122,0.014999,1697.189324,0.492911,841.418582,60.831337,1.0,65.085943,0.453547,-0.00996,0.174218,girls
QV2snXd5ZlQ,0.940484,2.202169,1866.945949,4.184168,131.570259,0.073453,3.941723,3555.181488,0.550316,3589.355423,1.571113,6.874525,10611.949761,7188.282714,0.792241,0.136072,24153.326114,0.744765,1.506413,-0.128644,0.614769,-0.076416,0.090328,0.075077,0.193911,0.04611,0.05265,-0.096663,0.032734,-0.103589,-0.046807,1685.67474,0.488754,843.195924,58.601292,1.0,66.388031,0.49091,-0.012618,0.1597,girls
QWQAG8Zs_no,0.867156,3.686905,2019.562266,4.066089,128.946325,0.094125,3.213197,2575.655265,0.429828,3070.881364,2.201926,9.56872,8908.781369,5282.789699,0.766536,0.110047,13756.381323,0.548432,2.155828,0.037924,0.317589,0.292795,0.132081,0.043649,-0.015192,-0.140282,0.080733,-0.073527,0.081226,0.015955,-0.013912,1189.507389,0.55665,847.642749,61.869089,1.0,65.589495,0.415513,-0.008848,0.170078,no actors
QhM5cqvPfb0,0.864749,3.710765,3566.132796,4.245423,120.714676,0.096912,4.910259,2479.491678,0.460323,2651.635434,2.198162,11.19652,7778.516774,4876.076229,0.757506,0.07574,17356.948344,0.656226,1.911248,-0.005599,0.426389,0.085333,0.174122,-0.026388,-0.01915,0.014816,0.03071,0.017608,0.001368,0.060092,0.035282,1283.442088,0.520392,941.543968,61.84058,1.0,66.695671,0.379537,-0.01354,0.149465,mixed
QjMA3hc_PVA,0.894169,1.546183,2472.798554,4.099363,131.153364,0.106232,2.708547,3046.024333,0.508224,3223.330922,1.620845,6.425403,9689.412984,6241.009214,0.799676,0.109436,25772.188405,0.596151,1.827364,0.384091,0.486882,0.034226,0.122221,0.027942,0.037527,0.042275,-0.012876,-0.039415,0.022047,-0.038495,0.066924,1702.1522,0.541023,778.416782,57.5962,1.0,64.987258,0.490138,-0.000464,0.157008,girls
QqonAr7ajPg,0.933494,3.478177,1697.794629,4.215293,120.025143,0.085247,3.332256,3231.623908,0.524461,3507.76508,1.638706,5.987119,10760.099235,6668.293296,0.80488,0.136112,27880.884515,0.717897,1.675594,0.263509,0.338403,0.103249,0.244272,-0.003393,0.128187,-0.082771,0.075921,-0.10694,0.065691,-0.032783,-0.004469,1621.41286,0.48731,902.725287,61.168551,1.0,66.839667,0.49637,-0.004864,0.154075,mixed
Qrt4cA5Te_Y,0.893035,4.169518,2310.229161,4.615832,107.814285,0.094872,2.750889,4297.077096,0.606465,4074.512459,1.164809,4.271165,12562.4397,8880.106949,0.83024,0.169585,15890.221981,0.558882,1.111401,0.369353,0.527678,0.290666,0.023627,0.153831,0.127703,0.021992,0.193457,0.099591,0.028798,0.037717,0.092653,2196.349413,0.539765,868.943534,58.802367,1.0,65.573314,0.462425,-0.019124,0.168256,boys
Q1OhEKfG4N0,0.887975,2.597172,2628.482527,4.506088,135.042711,0.073956,4.95993,3740.097701,0.537019,3614.008652,1.492932,5.865369,11245.722086,7373.811706,0.788333,0.132068,16272.745863,0.77345,1.947181,0.252531,0.376438,0.106075,0.02221,0.07137,-0.09145,-0.011916,-0.088501,-0.042731,-0.082511,-0.104234,-0.072471,2184.888337,0.544665,914.49186,65.816176,1.0,68.800937,0.446346,-0.01517,0.157501,girls
Q59nlktSIkw,0.835159,4.071333,1388.655384,4.088481,126.577736,0.12971,2.730792,2986.441072,0.456677,3498.210404,2.042153,8.021911,10848.878961,5907.970317,0.762574,0.127776,13286.92996,0.681443,2.337441,-0.217506,0.425121,0.137801,0.206198,-0.002284,0.195933,-0.012866,-0.127419,-0.144558,-0.098414,-0.100319,-0.005141,1439.32766,0.589787,813.634615,65.658966,1.0,68.828101,0.491889,0.002167,0.159284,girls
RBB1cYpAFbc,0.922212,4.250484,1365.219101,4.146197,106.586961,0.073379,3.815261,3291.902335,0.570295,3347.768189,1.639278,6.086325,10564.817748,6386.977579,0.818261,0.128889,44085.336818,0.662207,1.515243,0.068917,0.622151,-0.019953,0.184386,-0.051172,0.03159,0.015137,-0.081994,0.096742,0.003856,-0.016808,0.148388,1864.533451,0.492958,901.483722,63.027368,1.0,68.266158,0.48469,-0.013494,0.158306,mixed
RIotfIo1Blc,0.920633,3.571229,2172.8182,4.153949,106.041348,0.071748,4.12481,3336.890206,0.546834,3454.848316,1.509805,5.868835,10410.148619,6973.007327,0.811262,0.127464,47842.775629,0.55561,1.673187,0.065876,0.541797,0.198248,0.248321,0.084735,0.110189,0.082904,-0.008146,0.087991,0.022554,0.078767,0.062179,1712.098446,0.514249,880.109274,54.696438,1.0,64.471024,0.497249,-0.013744,0.152115,mixed
RKhuCkwN-HQ,0.920475,4.828971,2210.364678,4.144762,130.387798,0.066875,3.938714,3204.838878,0.494165,3402.131102,1.7991,7.437917,10250.984854,6387.14853,0.782817,0.118833,29503.12014,0.689738,1.864583,0.053117,0.220487,-0.10137,0.221544,-0.022184,0.088491,-0.090667,0.093696,0.00661,0.175313,0.026909,0.065976,1623.615257,0.416252,847.941478,61.434478,1.0,67.460574,0.450707,-0.027513,0.146276,girls
RWhvhHg8JnU,0.891743,2.628748,1963.340355,3.937885,121.388804,0.089821,3.782379,3714.912683,0.565996,3582.010821,1.350244,5.018756,11218.641756,7431.710985,0.800804,0.133075,24867.436672,0.824659,1.51357,0.3749,0.353461,-0.013145,0.282998,-0.172606,-0.040592,0.026146,-0.088597,-0.129585,-0.147142,-0.183257,-0.068007,2032.755498,0.536869,869.776301,66.631525,1.0,68.947744,0.512164,-0.003078,0.157283,mixed
RcXaVTonC7c,0.949411,3.837948,1888.92923,4.280326,124.997361,0.071935,3.034556,3673.415505,0.582047,3735.082844,1.327811,4.507854,11617.911509,7741.22929,0.838672,0.146282,36891.254518,0.524135,1.513914,-0.166127,0.285935,0.066783,0.002186,0.021931,0.012625,0.057258,0.116024,0.015876,0.022427,0.041903,0.006725,1868.239367,0.530168,848.426756,55.56781,1.0,65.908297,0.474618,-0.017433,0.142528,boys
Rk2yWHQjYJI,0.915132,3.342626,2390.466708,3.940187,103.6352,0.072424,3.895807,1773.758091,0.332626,2537.110734,3.332631,18.755945,6466.522996,3388.592929,0.682649,0.076587,16483.051185,0.731041,2.445036,-0.203759,0.589735,-0.006391,0.23602,-0.157702,0.002557,0.097657,0.178558,-0.009786,-0.122508,-0.252184,-0.021322,825.919932,0.504259,573.082414,61.415405,1.0,67.054252,0.604758,-0.029054,0.127778,no actors
Rohm2GCg74U,0.87913,3.495496,2284.605865,4.186751,125.900118,0.08714,4.182076,3443.816211,0.529618,3610.132858,1.595971,5.984842,11066.327533,7205.289067,0.797885,0.137443,13235.088597,0.650399,1.887157,0.315508,0.690541,0.026763,0.065383,0.210536,-0.071404,0.061806,0.016793,0.01273,0.065036,-0.079678,0.112924,1716.526055,0.551696,980.637115,64.616461,1.0,67.251118,0.415304,-0.017873,0.164961,no actors
RuAaIaNv48k,0.940105,3.365471,1950.975465,4.137676,120.654753,0.078511,3.837468,3215.862575,0.578081,3357.488956,1.764752,6.737083,10406.263828,6208.003898,0.811783,0.133464,35676.717887,0.663009,1.626832,-0.288867,0.817204,0.041337,0.023042,-0.02607,-0.072457,0.070791,0.136645,0.083811,-0.005336,0.118353,0.048688,1785.76661,0.525554,862.335957,62.009431,1.0,68.316587,0.518188,-0.014838,0.163066,boys
RxYisyVBAdI,0.900524,3.855738,1599.593546,4.507598,119.362751,0.086912,2.795354,3323.12454,0.485312,3828.250755,1.4488,4.910521,11487.534245,7605.790325,0.800493,0.134642,26799.3122,0.466294,1.797804,0.267488,0.241389,0.038306,0.169191,0.04252,0.059943,0.032207,0.054978,0.111539,0.162529,0.076777,0.046149,1433.541417,0.572629,699.76752,52.247628,1.0,63.030971,0.598103,-0.026701,0.130273,no actors
R3nQ2yAqag4,0.757307,4.003819,1891.205461,4.084935,140.71305,0.058241,4.224447,2719.618425,0.471444,3184.752349,2.016322,9.255985,9194.966863,5543.836042,0.747616,0.117272,13111.043553,0.420065,0.937578,0.0295,0.379728,-0.025257,0.158771,-0.109781,0.045974,-0.041194,0.001995,-0.033678,0.125248,0.01321,0.057702,652.47927,0.472637,599.833624,55.869242,1.0,64.780904,0.261456,-0.007851,0.163498,girls
SFDQWY3IQ6A,0.913136,3.619777,1844.936125,4.044506,108.561154,0.085161,3.82298,3109.291694,0.508977,3509.06441,1.840769,6.856477,10890.915934,6286.968994,0.79464,0.140793,23860.843845,0.709316,1.857618,0.019772,0.726932,0.160695,0.067716,0.113124,0.004293,-0.079053,-0.029607,0.066497,0.130852,0.033622,0.126942,1427.684347,0.469599,923.393828,60.19618,1.0,65.650056,0.399713,-0.019621,0.161071,mixed
SGDKdsICiPE,0.929381,0.711949,1704.339797,3.939482,137.621196,0.070671,4.300186,3017.515549,0.527501,3356.017496,1.829502,6.955685,10333.094371,6174.18457,0.809647,0.120519,37296.890657,0.538908,1.85481,-0.318517,0.507667,-0.234287,0.115006,0.080597,-0.058529,0.073934,0.065424,0.02121,-0.032641,0.021662,0.00616,1575.537052,0.444629,898.590027,58.615462,1.0,66.772853,0.431179,-0.021368,0.16071,boys
SLSo8iqFsFE,0.874144,3.10267,1685.41558,4.371899,115.654194,0.09237,3.389127,2694.262968,0.513455,2946.6556,2.012086,8.704831,8894.147933,5252.848788,0.77529,0.101377,22370.100548,0.659936,1.719653,-0.108551,0.768961,-0.234179,0.206764,0.082123,0.074596,0.133942,-0.213605,0.103471,0.093448,-0.135276,0.062249,1393.94958,0.556303,908.842201,64.741829,1.0,68.796036,0.412071,-0.021149,0.171106,boys
SXkaG2VNqbE,0.878441,2.734267,2241.209932,4.053349,135.952918,0.0935,3.11872,2941.15906,0.430783,3498.454827,2.01194,7.948118,10726.679223,6059.732175,0.745277,0.096935,17226.275016,0.742692,2.662815,0.239136,0.621627,-0.143535,-0.32026,-0.30964,-0.16484,-0.015851,0.017518,-0.02976,0.114365,0.115571,0.047458,1560.474632,0.569558,772.825908,66.221333,1.0,68.645927,0.475876,0.005027,0.150487,girls
SeLZVNxsX2w,0.888866,1.514804,2580.728274,3.914072,113.934693,0.079167,2.900424,4438.193031,0.621233,3967.117312,1.034518,3.868481,12256.238778,9006.558599,0.838195,0.152868,42362.627286,0.634689,1.433691,-0.027202,0.296959,-0.067237,0.206033,0.015258,-0.045333,-0.098859,-0.060347,-0.056425,0.079151,0.046213,-0.047408,2797.699005,0.523632,982.632531,63.613896,1.0,68.276153,0.399096,-0.008287,0.156117,mixed
Se_WPWR0ZMU,0.88203,2.680214,1462.187657,4.126655,114.973799,0.099,1.998905,2673.968317,0.451302,3274.955461,1.999032,8.970617,9542.575959,5857.137372,0.783451,0.120488,24763.470364,0.324472,1.861801,0.076018,0.461251,0.128269,0.187186,0.071959,0.073066,0.063907,0.135621,0.083396,-0.021034,0.005901,0.076549,1054.055459,0.476603,661.873514,50.423448,1.0,61.785144,0.517386,-0.012199,0.154262,no actors
Sk5kM8XiXkk,0.900542,3.828642,1890.810774,4.090366,120.952569,0.105,2.790962,2714.114828,0.456119,3185.878042,2.058746,8.163809,9691.345746,5487.420485,0.786012,0.115169,26680.890164,0.602817,2.122099,-0.080492,0.195258,-0.085339,0.093463,-0.072015,-0.055821,-0.0224,0.024999,0.007065,-0.00835,-0.036439,0.084098,1352.32859,0.518758,899.621808,64.436082,1.0,67.595318,0.479661,-0.025167,0.153496,no actors
SlYasXQ36eE,0.886209,6.138521,1833.097717,4.383924,166.205061,0.073374,4.667231,2252.699624,0.359402,3023.661229,2.657204,13.625238,8667.939697,4685.777527,0.73202,0.100287,26790.079233,0.454716,2.510797,0.131558,0.485742,0.130883,0.208994,0.014529,0.03319,0.024352,0.087276,0.125938,0.007285,-0.003712,0.020661,907.7954,0.528152,712.83502,53.82151,1.0,62.83939,0.530526,-0.003835,0.141495,mixed
