stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_time_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_skewness_Mean,spectral_kurtosis_Mean,spectral_rolloff95_Mean,spectral_rolloff85_Mean,spectral_spectentropy_Mean,spectral_flatness_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_peak_PeakMagMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
j_4_Bw7FbR4,0.911498,4.467297,3281.532137,3.938068,119.238073,0.087447,4.834472,2933.606174,0.476095,3136.353981,1.856815,8.223935,9388.704427,5759.647624,0.758087,0.106323,17462.065585,0.94333,2.040343,0.262968,0.591086,0.226878,0.348805,0.03352,0.099157,0.076652,0.011487,-0.151105,0.051679,0.055256,-0.154083,1609.923469,0.461735,928.130992,62.407908,1.0,66.476394,0.385042,-0.020471,0.162993,girls
jg35mmYzh3I,0.868047,4.246758,1968.311934,4.141974,110.447039,0.11515,2.706558,3471.799394,0.572196,3658.451174,1.64262,5.792655,11585.502459,7077.009361,0.819727,0.151683,33591.69696,0.628885,1.475549,-0.142547,0.324285,-0.051638,-0.122807,-0.09087,0.065021,0.004357,0.107856,0.060667,0.003984,0.026307,0.00925,1710.803109,0.603627,921.489651,62.716942,1.0,69.389975,0.459596,-0.003215,0.151252,mixed
jk0uhPvBnaI,0.763647,5.496011,2233.27309,4.73394,101.467856,0.202245,1.730513,2621.6679,0.443921,3030.675155,2.424138,12.205071,8685.936306,5163.034058,0.748349,0.109168,12622.065354,0.510055,2.079032,-0.127491,0.286081,-0.098778,0.210403,-0.094865,0.194685,-0.005226,0.02864,0.007727,-0.09749,-0.074208,0.028327,1300.098921,0.670863,784.210334,64.085846,1.0,68.182359,0.442886,-0.023374,0.170514,boys
jltRPLHjR0o,0.864901,4.671112,1774.395354,4.094677,134.071865,0.090883,2.68179,3681.030911,0.545595,3865.861728,1.362286,4.710714,11833.126758,7910.566699,0.824204,0.142462,30093.329661,0.497573,1.679067,0.207548,0.372667,0.040579,0.102402,0.11512,0.062143,0.07113,0.063936,0.028623,0.061123,0.038783,0.032067,1864.695652,0.530435,787.672118,54.392801,1.0,64.200357,0.404932,-0.01911,0.160736,mixed
kEszobB-abk,0.782031,3.945331,1806.065296,4.537652,119.666494,0.101743,3.04825,3590.946118,0.50996,3343.624398,1.941018,8.483046,10588.234325,6507.208078,0.77395,0.137806,23536.478514,0.350795,2.183112,-0.109803,0.144318,0.319942,-0.10635,0.019515,-0.156933,0.155087,-0.092735,0.157669,-0.044192,0.028624,0.097998,2098.85614,0.574035,837.764302,61.134949,1.0,67.2172,0.419368,-0.007347,0.185879,no actors
kFkIC-XjFp0,0.860904,3.859978,2811.849969,4.060736,128.108257,0.091389,2.677973,2663.888112,0.427915,3067.48694,2.349088,11.191013,8815.165612,5156.059167,0.739598,0.099541,10481.458072,0.690685,2.344813,0.033093,0.61448,-0.02299,0.07631,0.032303,0.144563,0.035656,-0.09493,-0.036431,-0.026119,-0.058319,-0.114665,1294.36409,0.561097,874.796321,64.380589,1.0,67.973126,0.485872,-0.018787,0.161299,girls
kJUOvHAZmVk,0.888333,2.800582,1982.898127,4.007323,140.04664,0.098901,2.40666,3778.194575,0.593973,3721.712799,1.331609,4.890997,11498.94241,7733.669684,0.827702,0.152373,18003.387703,0.618786,1.308917,0.092325,0.421402,-0.010551,0.042161,0.190402,0.114642,-0.007309,0.118977,0.075309,0.066595,0.059484,-0.009798,1920.56051,0.550318,932.995858,61.108774,1.0,67.048171,0.415507,-0.007418,0.16068,boys
kL9qia-G10g,0.778135,2.993229,2411.19665,4.177003,132.900965,0.113158,5.14995,1988.539394,0.311796,2651.099625,3.098386,17.039876,7478.075491,3699.792601,0.700436,0.079591,12538.082553,0.583599,3.235134,0.272406,0.474831,2.9e-05,0.004796,0.025965,0.038059,-0.139876,-0.04189,-0.20104,-0.078464,-0.061677,-0.058696,880.776699,0.676375,632.530463,61.814672,1.0,66.308247,0.601292,0.019668,0.122873,mixed
kVGcmBU-GIQ,0.940898,3.306335,1871.836877,3.988689,120.42422,0.075189,4.706501,4544.680396,0.646333,3969.089675,0.902886,3.458583,12269.847307,9073.179131,0.849534,0.163229,57425.335565,0.696178,1.190541,0.35303,0.19415,-0.084844,0.150825,0.113021,0.118689,0.050551,-0.103562,-0.037066,0.060704,0.025829,-0.008916,2499.689119,0.490933,914.721455,59.628882,1.0,67.184209,0.487475,3.3e-05,0.160844,girls
kb4Ga1tD3nk,0.835042,2.477462,1938.406424,4.074489,136.78149,0.080909,2.960411,2595.79573,0.409121,3065.788202,2.255163,10.214968,9023.891347,5110.634256,0.759367,0.110936,16196.666048,0.504048,1.973296,0.191641,0.329725,-0.026157,0.025778,0.157695,0.052997,-0.021417,-0.05776,-0.032967,-0.068782,-0.094574,0.060498,1072.368024,0.552036,817.272269,62.697611,1.0,65.862381,0.37873,-0.006053,0.174203,boys
khGyyJuLSgU,0.908546,1.725093,5137.965242,3.961188,118.66938,0.061915,4.061371,3801.966664,0.542746,3867.021946,1.394949,5.041117,11914.897769,7950.386396,0.792649,0.135422,28563.327242,0.750558,1.959915,0.030912,0.444422,-0.095709,0.202965,0.020858,0.201999,0.039914,0.058832,-0.12834,0.026983,-0.090012,-0.09219,1965.367647,0.431373,829.781807,65.133333,1.0,68.704495,0.524863,-0.021759,0.157231,girls
kxhDnxDm0RM,0.952709,2.112159,1576.019231,3.920677,135.657954,0.074815,3.270791,3015.785859,0.63212,2784.856856,1.849773,8.66253,8570.601999,5434.700242,0.821537,0.10371,90488.647242,0.423564,0.977589,-0.36069,0.647885,-0.17211,0.282935,0.060588,0.126487,0.079631,0.035117,0.03066,0.086798,0.03614,0.125145,2022.586491,0.376442,850.561617,52.986469,1.0,65.762935,0.474588,-0.00308,0.168363,no actors
k0q5zWesa1k,0.924619,3.758015,1499.096718,4.071539,117.456702,0.098953,2.237466,3366.969722,0.454877,3838.725317,1.565058,5.900691,11323.124126,7738.311087,0.766153,0.125468,21055.286095,0.789556,2.249696,0.356259,0.244238,0.103231,0.275707,-0.122093,0.162114,0.176736,-0.063813,-0.081843,-0.037857,-0.010171,0.111379,1544.812606,0.549404,654.551944,56.735066,1.0,64.877714,0.571441,0.003351,0.13671,girls
k8oFPfgOkzI,0.973217,3.867242,1828.404846,4.12049,155.332876,0.05712,4.587902,3068.624628,0.583486,3078.780539,1.591351,7.058797,9254.754457,6219.029674,0.815321,0.109792,40261.933714,0.570894,1.243813,-0.005819,0.791196,0.01461,0.06396,0.105691,0.234969,0.055767,0.165066,0.119532,0.091357,0.005719,0.070948,1636.104079,0.434599,769.413915,50.440622,1.0,62.967802,0.521007,-0.010024,0.137382,boys
lBdS8UiKTGk,0.854449,0.811732,1788.103516,3.946608,122.717899,0.3,0.214755,3617.957314,0.589808,3608.077205,1.433823,5.105024,11354.612069,7382.772024,0.831497,0.1371,11731.518605,0.390746,1.391955,-0.16608,0.365472,0.00891,0.190799,0.146655,-0.016505,0.021182,0.040963,-0.007965,-0.002664,-0.044185,0.008397,2005.22943,0.52057,820.745577,60.864158,1.0,68.009674,0.424792,-0.025708,0.157192,no actors
lHCfrK-nIQU,0.918516,3.767836,1581.877456,4.141461,122.21017,0.076923,1.427485,1574.890533,0.220186,2880.781057,3.372513,17.555316,7677.843716,2991.998077,0.66787,0.09072,23402.236714,0.480573,3.262702,0.491399,0.383272,0.113278,0.199061,0.033477,0.145119,0.071951,0.135961,0.122429,0.122698,0.021556,0.003255,440.309677,0.612903,560.702502,53.788187,1.0,59.589258,0.668166,-0.047012,0.094636,no actors
lHmmtj8270k,0.973967,4.781328,1774.338773,4.019665,140.850005,0.080108,3.381717,3275.19147,0.557643,3472.666786,1.610145,5.853759,10805.364027,6572.929302,0.788096,0.119043,24743.214766,0.787134,1.491061,-0.328196,0.534566,-0.179941,0.23262,-0.022596,0.078245,0.036714,-0.017364,-0.080274,-0.062202,-0.076093,-0.053867,1553.17734,0.442118,706.754945,55.618253,1.0,67.406081,0.578307,-0.001513,0.125058,girls
lH9eT078eJc,0.933545,5.274573,2520.108571,4.032488,143.807958,0.071667,3.992109,4373.038065,0.648433,3842.713886,0.924857,3.557174,11795.258474,8800.70941,0.843922,0.145587,51101.942029,0.666981,1.237467,0.16374,0.666643,0.182173,0.311613,0.231962,0.097196,0.016563,-0.031001,-0.001225,-0.008029,0.055101,-0.024938,2756.695515,0.506688,885.642048,56.796705,1.0,65.585854,0.49068,0.0,0.146279,girls
lKvRSLtbfrI,0.937377,3.47198,3065.464294,4.138652,117.451753,0.082642,3.223601,2205.298636,0.498862,2128.531682,2.158797,14.223692,6008.028859,4272.086729,0.766014,0.042246,38575.259665,0.657822,1.678113,0.046066,0.703113,-0.201817,0.203828,0.30527,0.078031,0.170421,-0.023916,0.06465,0.099281,0.071294,0.056844,1449.660194,0.514563,973.3354,59.169426,1.0,66.539322,0.434813,-0.027521,0.158899,boys
lXEc9Oueszg,0.936691,1.004737,1730.747562,3.933924,128.390959,0.075818,4.902092,3464.387275,0.535365,3671.99804,1.555152,5.656268,11466.76209,7047.332554,0.808436,0.139267,32135.643526,0.683792,1.744004,0.231939,0.531027,0.202429,-0.042922,0.177812,-0.034449,-0.073901,0.020321,0.099156,0.029698,0.067868,0.123238,1727.721088,0.463435,954.671431,60.027589,1.0,66.194924,0.477791,-0.011608,0.154717,boys
laOxJUcIOdE,0.874026,3.028219,1991.334787,4.417624,129.894724,0.087419,2.528047,2869.677625,0.534602,3095.754132,1.991787,8.762986,9350.474552,5561.973058,0.778048,0.108997,20377.074192,0.634392,1.624233,-0.113256,0.842937,-0.258081,0.109876,0.063004,0.061886,0.112837,-0.119022,0.15013,0.081911,-0.098478,0.068674,1479.675723,0.552147,880.720819,64.833046,1.0,68.733669,0.421041,-0.016403,0.168716,boys
lk2g6a0eS88,0.863524,3.11968,3404.60772,3.910069,135.612643,0.099118,2.754519,4036.775138,0.591644,3932.508537,1.308254,4.793604,12161.320143,8358.166034,0.813805,0.157597,16486.556066,0.678718,1.291866,0.169857,0.5837,0.277475,0.364561,0.156241,0.020919,-0.066531,-0.23351,-0.059479,0.005349,0.059202,0.119822,1915.063291,0.516456,900.525499,64.655879,1.0,66.833284,0.43291,-0.017632,0.168544,mixed
lo68aakVEpc,0.890516,4.402029,2124.951508,4.500081,118.844543,0.081567,4.808473,3494.084328,0.555986,3590.46348,1.574714,6.070496,11153.591872,7205.083383,0.799815,0.138043,49918.164745,0.621504,1.445325,0.000367,0.824557,0.303227,0.164374,0.130237,0.023815,0.033641,0.036307,0.088529,0.084159,-0.007587,0.056215,1826.836903,0.518946,901.28151,57.941792,1.0,65.045885,0.46001,-0.018026,0.151018,boys
lxHh_AJ0-jE,0.872472,1.372697,2282.848851,3.893627,124.121037,0.096436,3.236474,3131.904684,0.508621,3462.155284,1.73703,6.842625,10547.006246,6428.961796,0.793043,0.128054,19668.142386,0.550835,1.747556,0.025944,0.450494,0.071537,0.077801,0.099097,0.023298,-0.026955,-0.102376,0.008921,0.046437,0.115995,0.125105,1477.651888,0.587849,856.29344,60.647368,1.0,66.145225,0.428731,-0.024672,0.167621,boys
l0DF8slvlls,0.932079,3.584159,1340.612784,4.197493,141.365631,0.084394,3.655135,3223.075083,0.529682,3310.606392,1.588241,6.387562,10048.703758,6434.625667,0.782139,0.105298,32324.555518,0.65777,1.64642,0.155648,0.444241,0.239541,0.220549,0.138445,0.177477,0.006934,0.055748,0.00529,0.045298,0.017214,0.079269,1952.273839,0.482478,767.344741,58.519872,1.0,65.984128,0.473982,-0.025339,0.140686,mixed
l4ipP3XnpDA,0.926371,3.449216,2502.094356,4.003118,131.670701,0.084886,4.574864,2861.531041,0.435919,3464.022023,2.005511,7.881753,10569.123354,5892.684586,0.750968,0.119434,19212.457789,0.829049,2.358876,0.073891,0.788492,0.046622,0.182531,0.10563,0.005233,-0.052936,0.124756,0.045698,-0.057971,0.069834,0.028165,1292.024691,0.47037,769.900857,59.894425,1.0,65.731222,0.464725,-0.010969,0.155031,girls
mCexl35l7BQ,0.871615,4.999227,2174.189205,4.071133,124.944872,0.116744,2.713785,2828.00366,0.427405,3246.059917,2.217543,10.368057,9572.140197,5430.329819,0.736332,0.113709,15647.435079,0.693033,2.18833,0.529737,0.846604,0.086852,0.186606,0.001744,-0.023605,-0.180384,-0.068279,0.077651,-0.03729,0.04315,0.095096,1307.589286,0.545635,717.604698,59.221169,1.0,65.508449,0.500739,-0.009602,0.153525,girls
mKBujFF2txY,0.944887,4.387657,2371.261157,4.142539,134.759164,0.07129,4.418929,3226.99256,0.504318,3429.117013,1.710337,6.545418,10617.532571,6457.16418,0.801468,0.119803,50298.651664,0.501069,1.760605,0.084182,0.506547,-0.107449,0.163424,0.245284,0.10961,0.035821,-0.050915,0.155796,-0.063706,0.042808,0.056019,1729.214403,0.489362,904.701441,51.088,1.0,64.143065,0.528232,-0.017345,0.138562,boys
mMR_LTavLq4,0.902273,4.034343,1734.325487,3.989497,118.331132,0.076733,3.745004,3654.937327,0.566721,3479.403764,1.403223,5.375583,10939.576278,7266.862734,0.820403,0.133767,77789.714745,0.67557,1.56968,0.189091,0.423032,0.114271,0.066023,0.207949,0.024202,0.027396,0.12305,0.078173,0.05211,-0.041628,-0.011046,2097.038961,0.477922,960.080236,58.699843,1.0,66.34878,0.439159,-0.01861,0.162893,boys
mO1kljD_Aa4,0.847565,3.211997,2698.935641,4.132735,112.992213,0.159859,1.659495,3013.575698,0.484224,3442.287293,1.919373,7.460574,10469.683492,6202.428552,0.775758,0.126719,23097.758501,0.611127,2.146309,-0.243011,-0.002751,0.203095,0.069672,-0.292551,-0.083687,0.150995,0.062825,-0.054647,0.095428,0.111818,0.018539,1458.856624,0.578947,817.691887,63.909222,1.0,67.689493,0.444975,-0.003494,0.16013,mixed
mPCh3D21qZE,0.896109,1.47055,1717.604105,4.028062,119.937646,0.089176,5.366908,3070.535006,0.482419,3244.519028,1.95773,8.517932,9873.229264,5870.910542,0.779838,0.120472,26857.684234,0.670518,2.243056,0.109261,0.386817,-0.041372,-0.036474,0.224692,-0.076309,0.071688,0.039753,0.0562,0.029275,0.119698,0.107534,1701.769547,0.482853,870.604903,54.955313,1.0,64.240776,0.418812,0.0123,0.153009,boys
mZNuwuGdeoo,0.91112,4.032304,1501.456396,4.163795,122.663981,0.096452,1.621569,3420.791138,0.581527,3352.855247,1.665404,6.724205,10380.838284,6666.20404,0.814782,0.13624,26163.093538,0.658924,1.410086,-0.311867,0.373748,-0.012994,0.093517,-0.002311,-0.063052,-0.009628,0.117747,0.052259,0.034524,0.055426,0.012192,2048.441227,0.582624,963.802506,64.903247,1.0,68.912258,0.464189,-0.01889,0.165894,no actors
m_ILlDydHwk,0.913466,2.787535,1790.332684,3.933723,111.130065,0.0759,4.397646,3961.650835,0.64815,3510.75763,1.220182,4.560011,11228.147663,7644.062513,0.839225,0.139041,44628.274552,0.672405,0.8639,0.101118,0.613365,0.204183,0.248832,0.152738,0.083029,0.009486,0.14458,0.185909,0.042585,-0.007301,0.068868,2409.721519,0.474684,957.737754,60.21454,1.0,67.513024,0.461288,-0.025615,0.160215,mixed
mae-_KQhQ60,0.946168,2.58811,2036.49667,4.575257,132.862151,0.074385,4.006995,3669.753872,0.626544,3362.795701,1.598637,6.713452,10529.16681,6852.738495,0.798767,0.125544,29030.879297,0.900687,0.872132,-0.437048,0.321535,-0.080898,0.184663,-0.001248,0.086313,-0.063617,0.048472,0.03978,0.108891,-0.053124,0.003831,2240.301129,0.459222,919.686553,65.411095,1.0,70.350821,0.453722,-0.019593,0.160539,girls
mkap8fCTUKs,0.938082,3.276665,1080.431965,4.182979,115.35651,0.117654,3.057036,3286.658823,0.559682,3581.642279,1.479814,5.270535,10916.126927,7173.102915,0.814703,0.134558,36037.202466,0.464381,1.393625,0.323668,1.021771,0.248357,0.289718,0.096872,0.220879,-0.091075,-0.07137,0.136791,0.008944,0.047625,0.143728,1654.738989,0.657423,601.607668,54.778312,1.0,63.694286,0.635249,-0.033735,0.101125,mixed
mo3JXjRkl54,0.915688,3.998896,2786.533848,4.020209,129.550044,0.070821,4.117594,2927.159026,0.450425,3581.076158,1.945885,7.583465,10802.996898,6265.711742,0.754625,0.119962,18614.396624,0.717191,2.153347,0.020456,0.687963,0.014393,0.149203,0.013273,0.103819,0.210153,-0.04589,-0.030476,-0.100619,-0.078399,-0.154087,1291.104218,0.425558,849.180406,60.736527,1.0,66.000644,0.505987,-0.011303,0.155601,mixed
mt9b5uwiq-w,0.919508,6.000064,2263.778826,4.092784,174.318528,0.066485,5.555944,2966.291953,0.538087,3199.228076,1.814571,7.451313,9777.909963,5944.937841,0.801395,0.118519,36076.548506,0.46028,1.456559,-0.347637,0.379764,-0.137045,0.283525,0.096095,0.075026,0.129446,0.071434,0.069901,0.090288,0.033786,0.217368,1545.855728,0.448373,826.70128,53.115288,1.0,64.265696,0.48051,0.006501,0.151538,mixed
my2MceeTLxc,0.872745,4.290031,1774.149576,3.997185,116.409838,0.114706,2.228848,3141.567549,0.471297,3532.23648,2.029979,9.053788,10480.320734,6613.138472,0.747544,0.10809,9153.567591,0.747364,2.275969,-0.296577,0.696105,0.064902,0.034741,0.155462,0.129515,-0.029774,0.038512,-0.05042,-0.038895,-0.195166,-0.113699,1788.165025,0.565271,804.698824,63.088235,1.0,67.962451,0.453658,-0.023636,0.169833,girls
m2fzOo3-Lq4,0.91543,3.391965,1958.425515,3.98788,127.580516,0.071579,4.038237,3096.134209,0.46952,3418.530357,1.753469,7.340699,10198.311621,6508.855664,0.775535,0.122815,21206.889245,0.607024,1.788231,0.386775,0.544583,0.156425,0.181435,0.25256,0.063303,0.034665,0.004571,0.062133,0.054033,0.088735,0.047227,1435.39801,0.45398,859.819587,55.827604,1.0,62.941743,0.405658,-0.007001,0.158497,mixed
m12mtTl6eMc,0.914091,4.047756,2493.882364,4.092525,122.832641,0.076109,3.979049,2871.352873,0.432139,3484.192747,2.04793,8.237615,10537.550579,5959.293651,0.750354,0.121467,16326.153815,0.84847,2.384583,0.054889,0.659197,0.02215,0.121234,0.065487,-0.038875,-0.05036,0.112808,-0.004683,-0.086465,0.007926,-0.060607,1287.17284,0.485185,783.329459,61.821763,1.0,66.61339,0.46876,-0.015064,0.151537,girls
nAX5Ib3h0bU,0.937888,3.224629,2636.243895,4.18336,124.956922,0.064205,5.741886,2885.30667,0.483897,3116.519667,1.93523,8.048371,9543.504272,5505.101509,0.771696,0.109969,29042.425856,0.805956,1.940146,0.33235,0.562105,0.045031,0.130006,-0.028845,0.077146,-0.038417,-0.041017,0.094793,0.05672,0.103013,0.234337,1541.480836,0.489547,1003.809684,62.408304,1.0,65.755087,0.487739,-0.033266,0.157825,mixed
nK6NbqIMsJI,0.874837,1.944682,1917.641841,4.050652,126.432554,0.087786,5.1047,3902.006568,0.581798,3698.224727,1.290458,5.018694,11291.477959,7977.63133,0.804419,0.136732,48994.33358,0.646507,1.606184,0.541203,0.742371,0.287813,0.089759,0.228554,0.040317,-0.074951,-0.063107,0.069431,-0.115429,-0.057295,-0.018127,2239.344942,0.478441,882.122898,58.439633,1.0,64.959837,0.463059,-0.011482,0.158288,no actors
nNjnT7tHIwA,0.869392,1.495484,1631.634538,4.128686,129.932257,0.0704,4.153092,3021.38744,0.485896,3465.113889,1.798247,7.609264,10300.829422,6580.08225,0.791337,0.122324,19647.349684,0.47474,1.764905,-0.041856,0.438708,0.009805,0.251107,0.052438,0.000221,-0.041324,0.034812,0.038205,0.07968,0.021688,0.009396,1352.525253,0.579125,719.97677,55.668552,1.0,65.099042,0.448942,-0.004174,0.15706,no actors
nP-zU9Bn560,0.866477,3.804003,2082.321217,4.110739,104.65592,0.115682,1.726006,3034.38118,0.457673,3336.008149,1.987014,8.735693,9983.220074,6018.690438,0.757724,0.122513,7091.79987,0.574439,1.925664,0.013291,0.120937,-0.110183,0.279545,-0.023529,0.148097,-0.064152,-0.084864,-0.120676,-0.053949,-0.065746,0.06172,1465.767701,0.56961,911.907754,64.872558,1.0,68.095897,0.392749,-0.013707,0.169353,girls
nbUOQ6gAudo,0.892173,3.951633,1807.874147,4.010274,133.876197,0.09321,3.829404,3818.048293,0.633821,3433.782423,1.26012,4.90472,10696.954662,7287.073289,0.831887,0.141364,44889.522,0.698039,1.089902,0.179112,0.437833,0.178851,0.077854,-0.033327,0.088258,0.0687,0.023412,0.069767,0.062927,-0.006576,0.027547,2289.70091,0.542263,898.56247,62.496366,1.0,67.544311,0.499904,0.000259,0.160542,mixed
ndzo2ZIWfiQ,0.925486,4.024529,2457.199532,4.137497,124.170723,0.075769,5.118298,3590.270351,0.564308,3568.517217,1.509087,5.453112,11222.594511,7243.003095,0.814349,0.12839,42066.639029,0.718464,1.523505,-0.159651,0.22728,-0.282391,0.078463,-0.019744,-0.047714,0.10832,0.002195,-0.054034,-0.079285,-0.109145,-0.039376,1959.95106,0.437194,918.246735,64.583777,1.0,70.59676,0.517855,-0.007529,0.143226,girls
n1YdT9RHvwU,0.86297,4.653526,1732.008371,4.123159,129.266956,0.095,2.773589,3207.568269,0.5114,3432.610715,1.800782,7.388268,10383.64694,6418.324707,0.778535,0.125939,8925.936348,0.638685,1.980402,-0.149911,0.587693,-0.079889,0.128621,0.123273,0.109335,0.074987,-0.09075,-0.036364,-0.126407,0.033374,0.045907,1704.528986,0.528986,848.521313,60.971983,1.0,67.001531,0.462749,-0.016165,0.163552,girls
n2SA7dZQWyU,0.893583,4.256993,2469.400149,4.124582,113.093855,0.097879,3.584611,3250.196308,0.52709,3198.906117,1.86084,8.421967,9713.935547,6090.566981,0.771157,0.124248,15196.523211,0.918612,1.615611,-0.142931,0.316696,-0.300288,-0.211962,-0.039809,0.385444,0.241725,-0.257256,-0.14858,-0.13749,-0.088019,-0.033924,1828.128079,0.494253,945.65772,67.751319,1.0,69.217631,0.386503,-0.026767,0.16232,mixed
n33_dTKSLTo,0.902635,3.525559,912.657856,4.864562,132.49452,0.146714,1.793874,2205.20541,0.413609,2767.840238,2.323823,10.514497,7773.733219,4545.835224,0.761478,0.090688,30035.4961,0.520208,2.134658,0.101457,0.607057,0.022523,0.255684,0.060384,0.047173,-0.012023,-0.040628,-0.081583,-0.012156,-0.052096,-0.055061,1036.295929,0.544191,562.322618,54.083268,1.0,63.376792,0.590386,0.032022,0.129998,boys
oBedP34gnXw,0.917743,3.189106,2207.000027,4.719621,99.897353,0.080567,5.017781,3042.473322,0.547146,2905.377766,1.584258,7.077989,8874.721621,5977.399643,0.786256,0.081365,39123.738268,0.788118,1.464638,0.078013,0.5717,0.300972,-0.012909,0.101698,-0.041764,0.049765,0.081349,0.040425,-0.008158,0.071977,-0.01427,1859.168026,0.464927,1010.325079,61.696891,1.0,66.690332,0.421207,-0.008466,0.153185,boys
oRr55oLW8Y8,0.876749,2.793674,2291.085526,3.976949,149.154983,0.092179,2.838638,3675.923001,0.580976,3640.91279,1.426315,5.117651,11446.604188,7424.617148,0.819673,0.141757,31662.489446,0.521488,1.317821,-0.03185,0.188817,-0.064537,0.122359,-0.05743,0.213503,0.043937,0.188481,0.063681,0.068444,-0.043208,0.023022,1918.777506,0.513447,839.548342,58.270758,1.0,68.225421,0.438136,-0.020351,0.153432,mixed
oS3DzyBVp1s,0.921667,4.280798,2852.591417,4.994635,107.887732,0.077317,4.18975,2532.996424,0.46625,2528.958638,2.312084,14.221588,7109.375559,4859.825441,0.732753,0.063936,19111.446396,0.848613,1.881667,-0.144135,0.438448,-0.144609,0.188495,-0.067947,0.122187,-0.145128,-0.042856,-0.042158,-0.100103,-0.11737,-0.061992,1466.411093,0.460033,956.520978,65.443005,1.0,69.141581,0.449639,-0.027351,0.152405,girls
oWFVKWZxhJU,0.906385,4.04111,2201.306219,4.143943,130.476414,0.095692,2.934146,3813.80851,0.56743,3809.501514,1.26176,4.411981,11685.706169,8029.500339,0.80338,0.141755,14198.363345,0.848565,1.283696,0.175523,0.180619,0.006326,0.155195,-0.116501,-0.006164,-0.079317,-0.079578,-0.076048,-0.00169,-0.056841,0.047577,1846.101142,0.546493,893.580162,68.260363,1.0,69.365282,0.408553,-0.017803,0.162753,girls
